web-scraper-order,web-scraper-start-url,chien_selector,chien_selector-href,nom,prix,image,adresse
"1739038257-144","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-husky-siberien-2647792","Chiot Husky sibérien","Prix sur demande","background-image: url(""https://images.coinafrique.com/2647792_uploaded_image1_1600900758.jpg""); width: 488px;","Fann, Dakar, Sénégal"
"1739038265-145","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-2678151","Chiot pitbull","150 000 CFA","background-image: url(""https://images.coinafrique.com/2678151_uploaded_image1_1602079553.jpg""); width: 563px;","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1739038273-146","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chien-malinois-2683719","Chien malinois","180 000 CFA","background-image: url(""https://images.coinafrique.com/2683719_uploaded_image2_1602268171.jpeg""); width: 369px;","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1739038281-147","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-bulldog-francai-2696757","Chiot bulldog françai","Prix sur demande","background-image: url(""https://images.coinafrique.com/2696757_uploaded_image1_1602765163.jpg""); width: 488px;","Fann, Dakar, Sénégal"
"1739038290-148","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/caniche-pur-sang-2699954","Caniche pur sang","250 000 CFA","background-image: url(""https://images.coinafrique.com/2699954_uploaded_image1_1602880167.jpg""); width: 406px;","Saly, Sénégal"
"1739038297-149","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chien-husky-siberien-2706061","Chien Husky sibérien","Prix sur demande","background-image: url(""https://images.coinafrique.com/2706061_uploaded_image1_1603146923.jpg""); width: 433px;","Dakar, Sénégal"
"1739038305-150","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-2727458","Chien berger allemand","250 000 CFA","background-image: url(""https://images.coinafrique.com/2727458_uploaded_image1_1604087756.jpg""); width: 386px;","Guediawaye, Dakar, Sénégal"
"1739038313-151","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-2728385","Chiots Bergers allemands","80 000 CFA","background-image: url(""https://images.coinafrique.com/2728385_uploaded_image2_1604155752.jpeg""); width: 369px;","Rufisque, Sénégal"
"1739038320-152","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/couple-chiots-husky-siberien-pure-race-2733234","Couple chiots husky sibérien pure race","Prix sur demande","background-image: url(""https://images.coinafrique.com/2733234_uploaded_image2_1604353698.jpeg""); width: 433px;","Mbao, Dakar, Sénégal"
"1739038328-153","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/pitbulls-2748068","Pitbulls","Prix sur demande","background-image: url(""https://images.coinafrique.com/2748068_uploaded_image1_1604872397.jpg""); width: 576px;","Bargny, Sénégal"
"1739038336-154","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-dog-allemand-2751446","Chiot dog allemand","500 000 CFA","background-image: url(""https://images.coinafrique.com/2751446_uploaded_image1_1605004718.jpg""); width: 511px;","Mamelles, Dakar, Sénégal"
"1739038345-155","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-pur-sang-lignee-de-travail-2762158","Chiots Bergers allemands pur sang - lignée de travail","250 000 CFA","background-image: url(""https://images.coinafrique.com/2762158_uploaded_image2_1605372614.jpeg""); width: 369px;","Sicap Liberté, Dakar, Sénégal"
"1739038352-156","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-2766184","Chiots","Prix sur demande","background-image: url(""https://images.coinafrique.com/2766184_uploaded_image1_1605541335.jpg""); width: 513px;","Dakar, Sénégal"
"1739038361-157","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-2784073","Chiots Pitbull","160 000 CFA","background-image: url(""https://images.coinafrique.com/2784073_uploaded_image2_1606221524.jpeg""); width: 422px;","Thies, Sénégal"
"1739038370-158","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-2784090","Chiots berger allemand","200 000 CFA","background-image: url(""https://images.coinafrique.com/2784090_uploaded_image1_1606222014.jpg""); width: 422px;","Thies, Sénégal"
"1739038377-159","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-2795342","Chiots pitbull","175 000 CFA","background-image: url(""https://images.coinafrique.com/2795342_uploaded_image1_1606666617.jpg""); width: 564px;","Saint Louis, Sénégal"
"1739038385-160","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chien-malinois-2795793","Chien malinois","Prix sur demande","background-image: url(""https://images.coinafrique.com/2795793_uploaded_image2_1606686237.jpeg""); width: 453px;","Dakar, Sénégal"
"1739038392-161","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/rott-royal-10-2812803","Rott royal 10","500 000 CFA","background-image: url(""https://images.coinafrique.com/2812803_uploaded_image1_1607261227.jpg""); width: 369px;","Dakar, Sénégal"
"1739038400-162","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/bichamon-maltais-2823458","Bichamon Maltais","250 000 CFA","background-image: url(""https://images.coinafrique.com/2823458_uploaded_image1_1607635304.jpg""); width: 582px;","Dakar, Sénégal"
"1739038409-163","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/berger-allemand-2835075","Berger allemand","150 000 CFA","background-image: url(""https://images.coinafrique.com/2835075_uploaded_image1_1608132327.jpg""); width: 572px;","Almadies, Dakar, Sénégal"
"1739038417-164","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-rottweiller-2861530","Chiot berger allemand / Rottweiller","75 000 CFA","background-image: url(""https://images.coinafrique.com/2861530_uploaded_image2_1609419910.jpeg""); width: 545px;","Thies, Sénégal"
"1739038425-165","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-male-berger-allemand-2862580","Chiot mâle Berger allemand","100 000 CFA","background-image: url(""https://images.coinafrique.com/2862580_uploaded_image1_1609508293.jpg""); width: 545px;","Thies, Sénégal"
"1739038433-166","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/berger-allemand-2863494","Berger allemand","350 000 CFA","background-image: url(""https://images.coinafrique.com/2863494_uploaded_image1_1609574943.jpg""); width: 369px;","Dakar, Sénégal"
"1739038441-167","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-2864271","Chiot berger allemand","180 000 CFA","background-image: url(""https://images.coinafrique.com/2864271_uploaded_image1_1609597460.jpg""); width: 386px;","Guediawaye, Dakar, Sénégal"
"1739038448-168","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-labrador-2877490","Chiots Labrador","200 000 CFA","background-image: url(""https://images.coinafrique.com/2877490_uploaded_image1_1610106988.jpg""); width: 386px;","Dakar, Sénégal"
"1739038456-169","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-2877719","Chiot Bichon","111 111 111 111 111 000 CFA","background-image: url(""https://images.coinafrique.com/2877719_uploaded_image1_1610113033.jpg""); width: 369px;","Ouakam, Dakar, Sénégal"
"1739038463-170","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiller-2882667","Chiot rottweiller","Prix sur demande","background-image: url(""https://images.coinafrique.com/2882667_uploaded_image2_1610353610.jpeg""); width: 630px;","Grand Dakar, Dakar, Sénégal"
"1739038470-171","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-spitz-royal-2890179","Chiots Bichons Spitz Royal","200 000 CFA","background-image: url(""https://images.coinafrique.com/2890179_uploaded_image1_1610628933.jpg""); width: 472px;","Saly, Sénégal"
"1739038478-172","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-2896747","Chiot pitbull","175 000 CFA","background-image: url(""https://images.coinafrique.com/2896747_uploaded_image1_1610923096.jpg""); width: 546px;","Saint Louis, Sénégal"
"1739038486-173","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chien-pitbull-2898017","Chien Pitbull","400 000 CFA","background-image: url(""https://images.coinafrique.com/2898017_uploaded_image1_1610984631.jpg""); width: 369px;","Hann Bel-Air, Dakar, Sénégal"
"1739038493-174","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/caniches-2913795","Caniches","100 000 CFA","background-image: url(""https://images.coinafrique.com/thumb_2913795_uploaded_image1_1611695195.jpg""); width: 369px;","Dakar, Sénégal"
"1739038502-175","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-2920881","Chiot Rottweiler","250 000 CFA","background-image: url(""https://images.coinafrique.com/2920881_uploaded_image1_1612027893.jpg""); width: 369px;","Dakar, Sénégal"
"1739038509-176","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-husky-2922194","Chiot Husky","450 000 CFA","background-image: url(""https://images.coinafrique.com/2922194_uploaded_image1_1612118204.jpg""); width: 386px;","Dakar, Sénégal"
"1739038518-177","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-husky-2922209","Chiot husky","450 000 CFA","background-image: url(""https://images.coinafrique.com/2922209_uploaded_image1_1612118775.jpg""); width: 386px;","Dakar, Sénégal"
"1739038525-178","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-2923824","Chiots Berger Allemand","165 000 CFA","background-image: url(""https://images.coinafrique.com/2923824_uploaded_image1_1612185318.jpg""); width: 386px;","Dakar, Sénégal"
"1739038532-179","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chien-pitbull-2927795","Chien Pitbull","170 000 CFA","background-image: url(""https://images.coinafrique.com/2927795_uploaded_image1_1612299824.jpg""); width: 369px;","Dakar, Sénégal"
"1739038540-180","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-bolognais-2932610","Chiots bolognais","150 000 CFA","background-image: url(""https://images.coinafrique.com/2932610_uploaded_image2_1612474936.jpeg""); width: 369px;","Dakar, Sénégal"
"1739038549-181","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/berger-femelle-2939379","Berger femelle","160 000 CFA","background-image: url(""https://images.coinafrique.com/2939379_uploaded_image2_1612792768.jpeg""); width: 394px;","Dieuppeul-Derklé, Dakar, Sénégal"
"1739038557-182","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-husky-2945713","Chiot berger allemand / husky","175 000 CFA","background-image: url(""https://images.coinafrique.com/2945713_uploaded_image1_1613048772.jpg""); width: 386px;","Dakar, Sénégal"
"1739038570-183","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-2946384","Chiots Malinois","300 000 CFA","background-image: url(""https://images.coinafrique.com/2946384_uploaded_image2_1613065281.jpeg""); width: 386px;","Grand Yoff, Dakar, Sénégal"
"1739038578-184","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-2949981","Chien","500 000 CFA","background-image: url(""https://images.coinafrique.com/2949981_uploaded_image2_1613237926.jpeg""); width: 369px;","Mbao, Dakar, Sénégal"
"1739038586-185","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-pitbull-femelle-2950286","Chien Pitbull femelle","300 000 CFA","background-image: url(""https://images.coinafrique.com/thumb_2950286_uploaded_image1_1613256678.jpg""); width: 484px;","Saint Louis, Sénégal"
"1739038593-186","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-2951499","Chiots malinois","250 000 CFA","background-image: url(""https://images.coinafrique.com/2951499_uploaded_image1_1613343581.jpg""); width: 369px;","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1739038600-187","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-2951762","Chiots Malinois","230 000 CFA","background-image: url(""https://images.coinafrique.com/2951762_uploaded_image1_1613378483.jpg""); width: 369px;","Dakar, Sénégal"
"1739038607-188","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-2957371","Chiot boerboel","300 000 CFA","background-image: url(""https://images.coinafrique.com/2957371_uploaded_image2_1613600367.jpeg""); width: 563px;","HLM, Dakar, Sénégal"
"1739038614-189","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-husky-4mois-femelle-2962156","Chiot Husky 4mois femelle","Prix sur demande","background-image: url(""https://images.coinafrique.com/thumb_2962156_uploaded_image1_1613831786.jpg""); width: 433px;","Mbao, Dakar, Sénégal"
"1739038621-190","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-2965558","Chiots","150 000 CFA","background-image: url(""https://images.coinafrique.com/2965558_uploaded_image2_1614019536.jpeg""); width: 384px;","Hann Bel-Air, Dakar, Sénégal"
"1739038628-191","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-pure-race-2972487","Chiots bichons maltais pure race","Prix sur demande","background-image: url(""https://images.coinafrique.com/2972487_uploaded_image2_1614338722.jpeg""); width: 433px;","Mbao, Dakar, Sénégal"
"1739038636-192","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-boerboels-purebreed-2974090","Chiots boerboels purebreed","400 000 CFA","background-image: url(""https://images.coinafrique.com/thumb_2974090_uploaded_image1_1614426862.jpg""); width: 369px;","Thies, Sénégal"
"1739038643-193","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-rottweiler-2978927","Chiots Rottweiler","300 000 CFA","background-image: url(""https://images.coinafrique.com/2978927_uploaded_image1_1614644526.jpg""); width: 369px;","Dakar, Sénégal"
"1739038650-194","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-2996177","Chiots Cane Corso","Prix sur demande","background-image: url(""https://images.coinafrique.com/2996177_uploaded_image2_1615461551.jpeg""); width: 369px;","Dakar, Sénégal"
"1739038657-195","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-cane-corso-2996181","Chien cane corso","Prix sur demande","background-image: url(""https://images.coinafrique.com/2996181_uploaded_image1_1615461660.jpg""); width: 369px;","Dakar, Sénégal"
"1739038665-196","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3005026","Chiot Labrador","450 000 CFA","background-image: url(""https://images.coinafrique.com/3005026_uploaded_image1_1615910656.jpg""); width: 551px;","Sicap Liberté, Dakar, Sénégal"
"1739038672-197","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/berger-belge-malinois-3005565","Berger belge malinois","Prix sur demande","background-image: url(""https://images.coinafrique.com/thumb_3005565_uploaded_image1_1615928047.jpg""); width: 588px;","Mamelles, Dakar, Sénégal"
"1739038679-198","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-cane-corso-3005863","Chiot cane corso","450 000 CFA","background-image: url(""https://images.coinafrique.com/3005863_uploaded_image1_1615940766.jpg""); width: 369px;","Colobane, Dakar, Sénégal"
"1739038686-199","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-bijon-malte-3012169","Chien Bijon Malté","210 000 CFA","background-image: url(""https://images.coinafrique.com/3012169_uploaded_image1_1616254703.jpg""); width: 506px;","Sicap Liberté, Dakar, Sénégal"
"1739038693-200","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-3018685","Chiots Bergers Allemands","150 000 CFA","background-image: url(""https://images.coinafrique.com/3018685_uploaded_image2_1616591306.jpeg""); width: 580px;","Pikine, Sénégal"
"1739038701-201","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-couple-teckel-3023422","Chiot couple teckel","200 CFA","background-image: url(""https://images.coinafrique.com/3023422_uploaded_image2_1616809085.jpeg""); width: 369px;","Yoff, Dakar, Sénégal"
"1739038708-202","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-3025431","Chiot pitbull","150 CFA","background-image: url(""https://images.coinafrique.com/3025431_uploaded_image1_1616942140.jpg""); width: 588px;","Mamelles, Dakar, Sénégal"
"1739038715-203","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-husky-3032898","Chiot Husky","450 000 CFA","background-image: url(""https://images.coinafrique.com/3032898_uploaded_image1_1617282596.jpg""); width: 634px;","Dakar Plateau, Dakar, Sénégal"
"1739038722-204","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-3035100","Chiots Bergers Allemands","150 000 CFA","background-image: url(""https://images.coinafrique.com/3035100_uploaded_image3_1617361106.jpeg""); width: 369px;","Rufisque, Sénégal"
"1739038728-205","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-femelle-yorkshire-3045523","Chiot femelle Yorkshire","400 000 CFA","background-image: url(""https://images.coinafrique.com/3045523_uploaded_image1_1617806957.jpg""); width: 543px;","Dakar, Sénégal"
"1739038736-206","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3057290","Chiot berger allemand","160 000 CFA","background-image: url(""https://images.coinafrique.com/3057290_uploaded_image1_1618331429.jpg""); width: 369px;","Dakar, Sénégal"
"1739038743-207","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3057308","Chiots Berger allemand","160 000 CFA","background-image: url(""https://images.coinafrique.com/3057308_uploaded_image1_1618332176.jpg""); width: 369px;","Dakar, Sénégal"
"1739038750-208","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-3057395","Chiot Boerboel","450 000 CFA","background-image: url(""https://images.coinafrique.com/3057395_uploaded_image2_1618335212.jpeg""); width: 369px;","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1739038757-209","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-3062078","Chiot Bichon","250 000 CFA","background-image: url(""https://images.coinafrique.com/3062078_uploaded_image2_1618525013.jpeg""); width: 369px;","Dakar, Sénégal"
"1739038764-210","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-male-3064744","Chiot berger allemand mâle","150 000 CFA","background-image: url(""https://images.coinafrique.com/3064744_uploaded_image2_1618661657.jpeg""); width: 570px;","Hann Bel-Air, Dakar, Sénégal"
"1739038771-211","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-3076436","Chiot Bichon","200 000 CFA","background-image: url(""https://images.coinafrique.com/thumb_3076436_uploaded_image1_1619191470.jpg""); width: 373px;","Mbao, Dakar, Sénégal"
"1739038778-212","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-maltais-3079960","Chiots Bichon Maltais","350 000 CFA","background-image: url(""https://images.coinafrique.com/3079960_uploaded_image1_1619390476.jpg""); width: 369px;","Sicap Liberté, Dakar, Sénégal"
"1739038785-213","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-3083215","Chiot Pitbull","130 000 CFA","background-image: url(""https://images.coinafrique.com/3083215_uploaded_image1_1619540472.jpg""); width: 503px;","Dakar, Sénégal"
"1739038802-214","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-3085151","Chiots Pitbull","150 CFA","background-image: url(""https://images.coinafrique.com/3085151_uploaded_image1_1619629177.jpg""); width: 576px;","Bargny, Sénégal"
"1739038809-215","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-pekinois-3086369","Chiots Pékinois","Prix sur demande","background-image: url(""https://images.coinafrique.com/3086369_uploaded_image1_1619699793.jpg""); width: 488px;","Fann, Dakar, Sénégal"
"1739038816-216","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3092060","Chiot berger allemand","250 000 CFA","background-image: url(""https://images.coinafrique.com/3092060_uploaded_image2_1619960652.jpeg""); width: 369px;","Ouest Foire, Dakar, Sénégal"
"1739038824-217","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-labradors-3098631","Chiots labradors","450 000 CFA","background-image: url(""https://images.coinafrique.com/3098631_uploaded_image1_1620217195.jpg""); width: 386px;","Guediawaye, Dakar, Sénégal"
"1739038831-218","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-pitbull-3098650","Chien Pitbull","300 000 CFA","background-image: url(""https://images.coinafrique.com/3098650_uploaded_image1_1620217591.jpg""); width: 386px;","Guediawaye, Dakar, Sénégal"
"1739038838-219","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-malinois-male-femelle-3106040","Chiots Berger Malinois mâle - femelle","200 000 CFA","background-image: url(""https://images.coinafrique.com/3106040_uploaded_image2_1620542168.jpeg""); width: 514px;","Thies, Sénégal"
"1739038845-220","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-male-berger-allemand-3106042","Chien mâle berger allemand","150 000 CFA","background-image: url(""https://images.coinafrique.com/3106042_uploaded_image2_1620542269.jpeg""); width: 514px;","Thies, Sénégal"
"1739038853-221","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-3109622","Chiot berger malinois","100 000 CFA","background-image: url(""https://images.coinafrique.com/3109622_uploaded_image1_1620694648.jpg""); width: 369px;","Rufisque, Sénégal"
"1739038860-222","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiens-berger-allemand-3121248","Chiens Berger Allemand","100 000 CFA","background-image: url(""https://images.coinafrique.com/3121248_uploaded_image1_1621346709.jpg""); width: 514px;","Thies, Sénégal"
"1739038867-223","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-3127168","Chiot Malinois","400 000 CFA","background-image: url(""https://images.coinafrique.com/3127168_uploaded_image1_1621619155.jpg""); width: 369px;","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1739038873-224","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-tigres-3130909","Chiots tigrés","150 000 CFA","background-image: url(""https://images.coinafrique.com/3130909_uploaded_image1_1621857767.jpg""); width: 580px;","Pikine, Sénégal"
"1739038880-225","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/pitbul-3137013","Pitbul","120 000 CFA","background-image: url(""https://images.coinafrique.com/3137013_uploaded_image1_1622138411.jpg""); width: 431px;","Bargny, Sénégal"
"1739038888-226","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/bichons-maltais-3143508","Bichons maltais","300 000 CFA","background-image: url(""https://images.coinafrique.com/thumb_3143508_uploaded_image1_1622507623.jpg""); width: 568px;","Dakar, Sénégal"
"1739038895-227","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/male-berger-allemand-3154709","Mâle berger allemand","Prix sur demande","background-image: url(""https://images.coinafrique.com/3154709_uploaded_image3_1622895481.jpeg""); width: 514px;","Thies, Sénégal"
"1739038902-228","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/male-berger-allemand-3154731","Mâle berger allemand","Prix sur demande","background-image: url(""https://images.coinafrique.com/3154731_uploaded_image2_1622896117.jpeg""); width: 514px;","Thies, Sénégal"
"1739038910-229","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-malte-3154816","Chiots bichon malté","180 000 CFA","background-image: url(""https://images.coinafrique.com/3154816_uploaded_image1_1622898660.jpg""); width: 508px;","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1739038918-230","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-3156059","Chiots bergers allemands","Prix sur demande","background-image: url(""https://images.coinafrique.com/3156059_uploaded_image1_1622974281.jpg""); width: 514px;","Thies, Sénégal"
"1739038925-231","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3157315","Chiot Labrador","300 000 CFA","background-image: url(""https://images.coinafrique.com/3157315_uploaded_image1_1623033828.jpg""); width: 501px;","Hann Bel-Air, Dakar, Sénégal"
