web-scraper-order,web-scraper-start-url,chien_selector,chien_selector-href,nom,prix,image,adresse
"1739041766-613","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-boerbool-4513571","Chiot Boerbool","550 000 CFA","background-image: url(""https://images.coinafrique.com/4513571_uploaded_image1_1703524590.jpg""); width: 582px;","Thies, Sénégal"
"1739041775-614","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiens-malinois-charbonnes-4513573","Chiens  Malinois charbonnés","700 000 CFA","background-image: url(""https://images.coinafrique.com/4513573_uploaded_image2_1703524791.jpeg""); width: 582px;","Thies, Sénégal"
"1739041784-615","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiotte-berger-allemand-4513582","Chiotte Berger Allemand","230 000 CFA","background-image: url(""https://images.coinafrique.com/4513582_uploaded_image1_1703525135.jpg""); width: 582px;","Thies, Sénégal"
"1739041792-616","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4513587","Chiot Berger Allemand","700 000 CFA","background-image: url(""https://images.coinafrique.com/4513587_uploaded_image1_1703525523.jpg""); width: 582px;","Thies, Sénégal"
"1739041801-617","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-4530727","Chiots Bergers Allemands","125 000 CFA","background-image: url(""https://images.coinafrique.com/4530727_uploaded_image2_1704546741.jpeg""); width: 627px;","Saly, Sénégal"
"1739041809-618","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4532063","Chiot Berger allemand","150 000 CFA","background-image: url(""https://images.coinafrique.com/4532063_uploaded_image1_1704626532.jpg""); width: 412px;","Dakar, Sénégal"
"1739041819-619","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4532817","Chiot Berger Allemand","150 000 CFA","background-image: url(""https://images.coinafrique.com/4532817_uploaded_image1_1704659367.jpg""); width: 430px;","Thies, Sénégal"
"1739041828-620","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-4532826","Chiot Berger Malinois","250 000 CFA","background-image: url(""https://images.coinafrique.com/4532826_uploaded_image1_1704659683.jpg""); width: 430px;","Thies, Sénégal"
"1739041836-621","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-rott-4532830","Chiot Rott","300 000 CFA","background-image: url(""https://images.coinafrique.com/4532830_uploaded_image2_1704659788.jpeg""); width: 430px;","Thies, Sénégal"
"1739041844-622","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4536513","Chiot Bichon","120 000 CFA","background-image: url(""https://images.coinafrique.com/4536513_uploaded_image2_1704827934.jpeg""); width: 377px;","Sicap Liberté, Dakar, Sénégal"
"1739041853-623","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/rottweiler-femelle-2-mois-4543266","Rottweiler femelle 2 mois","275 000 CFA","background-image: url(""https://images.coinafrique.com/4543266_uploaded_image2_1705144667.jpeg""); width: 412px;","Dakar, Sénégal"
"1739041862-624","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-femelle-malinois-et-red-nose-4548513","Chiot femelle Malinois et Red Nose","250 000 CFA","background-image: url(""https://images.coinafrique.com/4548513_uploaded_image1_1705430390.jpg""); width: 369px;","Dakar, Sénégal"
"1739041869-625","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4549443","Chiot Malinois","350 000 CFA","background-image: url(""https://images.coinafrique.com/4549443_uploaded_image1_1705486947.jpg""); width: 412px;","Dakar, Sénégal"
"1739041878-626","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-male-4556192","Chiots mâle","195 000 CFA","background-image: url(""https://images.coinafrique.com/4556192_uploaded_image1_1705853341.jpg""); width: 521px;","Point E, Dakar, Sénégal"
"1739041886-627","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-maltais-4557442","Chiots  Bichon maltais","Prix sur demande","background-image: url(""https://images.coinafrique.com/4557442_uploaded_image1_1705924339.jpg""); width: 412px;","Dakar, Sénégal"
"1739041894-628","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiens-malinois-4559186","Chiens malinois","Prix sur demande","background-image: url(""https://images.coinafrique.com/4559186_uploaded_image2_1706015644.jpeg""); width: 412px;","Dakar, Sénégal"
"1739041902-629","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiens-malinois-charbonner-4560526","Chiens Malinois charbonner","250 000 CFA","background-image: url(""https://images.coinafrique.com/4560526_uploaded_image1_1706096544.jpg""); width: 417px;","Rufisque, Sénégal"
"1739041910-630","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4564541","Chiot Bichon","170 000 CFA","background-image: url(""https://images.coinafrique.com/4564541_uploaded_image1_1706301007.jpg""); width: 476px;","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1739041919-631","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4578066","Chiots Berger Allemand","175 000 CFA","background-image: url(""https://images.coinafrique.com/4578066_uploaded_image1_1707070773.jpg""); width: 548px;","Dakar, Sénégal"
"1739041928-632","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-4578118","Chiot Rottweiler","250 000 CFA","background-image: url(""https://images.coinafrique.com/4578118_uploaded_image1_1707073637.jpg""); width: 617px;","Almadies 2, Dakar, Sénégal"
"1739041937-633","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4578293","Chiot Berger Allemand","150 000 CFA","background-image: url(""https://images.coinafrique.com/thumb_4578293_uploaded_image1_1707081785.jpg""); width: 617px;","Almadies 2, Dakar, Sénégal"
"1739041960-634","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chien-american-bully-4579870","Chien American Bully","Prix sur demande","background-image: url(""https://images.coinafrique.com/4579870_uploaded_image2_1707162831.jpeg""); width: 409px;","Thies, Sénégal"
"1739041969-635","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chien-boerboel-4580660","Chien Boerboel","250 CFA","background-image: url(""https://images.coinafrique.com/4580660_uploaded_image2_1707214130.jpeg""); width: 412px;","Dakar, Sénégal"
"1739041978-636","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-femelle-4583262","Bichon maltais femelle","130 000 CFA","background-image: url(""https://images.coinafrique.com/4583262_uploaded_image1_1707324718.jpg""); width: 617px;","Almadies 2, Dakar, Sénégal"
"1739041986-637","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border12mois","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4592152","Chiot Bichon maltais","150 000 CFA","background-image: url(""https://images.coinafrique.com/thumb_4592152_uploaded_image1_1707841961.jpg""); width: 559px;","Ouakam, Dakar, Sénégal"
"1739041995-638","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4595120","Chiot Bichon","100 000 CFA","background-image: url(""https://images.coinafrique.com/4595120_uploaded_image1_1708002349.jpg""); width: 430px;","Thies, Sénégal"
"1739042002-639","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/chiens/chien-berger-belge-malinois-4599516","Chien Berger Belge Malinois","300 000 CFA","background-image: url(""https://images.coinafrique.com/4599516_uploaded_image1_1708272132.jpg""); width: 605px;","Mbao, Dakar, Sénégal"
"1739042012-640","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/chiens/chiens-berger-allemand-4604923","Chiens berger allemand","Prix sur demande","background-image: url(""https://images.coinafrique.com/thumb_4604923_uploaded_image1_1708530320.jpg""); width: 412px;","Dakar, Sénégal"
"1739042022-641","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/chiens/chiens-boerbulls-4606579","Chiens boerbulls","Prix sur demande","background-image: url(""https://images.coinafrique.com/4606579_uploaded_image1_1708609223.jpg""); width: 446px;","Diamniadio, Sénégal"
"1739042035-642","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/chiens/chien-boerboel-4607340","Chien Boerboel","275 000 CFA","background-image: url(""https://images.coinafrique.com/4607340_uploaded_image1_1708639477.jpg""); width: 369px;","Diamniadio, Sénégal"
"1739042043-643","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4609624","Chien Berger Allemand","Prix sur demande","background-image: url(""https://images.coinafrique.com/4609624_uploaded_image1_1708767944.jpg""); width: 412px;","Dakar, Sénégal"
"1739042052-644","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/chiens/bichon-4611544","Bichon","150 000 CFA","background-image: url(""https://images.coinafrique.com/4611544_uploaded_image2_1708894607.jpeg""); width: 525px;","Mariste, Dakar, Sénégal"
"1739042061-645","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4618143","Chiot Malinois","300 000 CFA","background-image: url(""https://images.coinafrique.com/4618143_uploaded_image1_1709220344.jpg""); width: 381px;","Dakar, Sénégal"
"1739042070-646","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/chiens/chien-berger-femelle-adulte-4630010","Chien Berger Femelle adulte","500 000 CFA","background-image: url(""https://images.coinafrique.com/4630010_uploaded_image1_1709800534.jpg""); width: 412px;","Dakar, Sénégal"
"1739042079-647","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/chiens/caniche-4634226","Caniche","200 000 CFA","background-image: url(""https://images.coinafrique.com/4634226_uploaded_image2_1710001956.jpeg""); width: 475px;","Dakar, Sénégal"
"1739042087-648","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-male-4636694","Chiot Berger Allemand mâle","180 000 CFA","background-image: url(""https://images.coinafrique.com/4636694_uploaded_image2_1710171306.jpeg""); width: 607px;","Dakar, Sénégal"
"1739042096-649","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chiots-golden-retriever-4652247","Chiots Golden Retriever","650 000 CFA","background-image: url(""https://images.coinafrique.com/4652247_uploaded_image2_1710993917.jpeg""); width: 430px;","Dakar Plateau, Dakar, Sénégal"
"1739042105-650","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4653887","Chiot Berger Allemand","Prix sur demande","background-image: url(""https://images.coinafrique.com/4653887_uploaded_image1_1711074324.jpg""); width: 537px;","Pikine, Sénégal"
"1739042115-651","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4657472","Chien Berger allemand","175 000 CFA","background-image: url(""https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg""); width: 412px;","Dakar, Sénégal"
"1739042124-652","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4659440","Chiot Berger Allemand","160 000 CFA","background-image: url(""https://images.coinafrique.com/4659440_uploaded_image1_1711400521.jpg""); width: 607px;","Dakar, Sénégal"
"1739042132-653","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4660990","Chiot Berger Allemand","250 000 CFA","background-image: url(""https://images.coinafrique.com/4660990_uploaded_image2_1711470133.jpeg""); width: 369px;","Dakar, Sénégal"
"1739042141-654","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chiot-boerbull-4664447","Chiot Boerbull","Prix sur demande","background-image: url(""https://images.coinafrique.com/4664447_uploaded_image1_1711640943.jpg""); width: 446px;","Dakar, Sénégal"
"1739042149-655","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chiot-boerbull-4664453","Chiot Boerbull","Prix sur demande","background-image: url(""https://images.coinafrique.com/4664453_uploaded_image2_1711641059.jpeg""); width: 446px;","Dakar, Sénégal"
"1739042159-656","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4667946","Chiot Malinois","250 000 CFA","background-image: url(""https://images.coinafrique.com/4667946_uploaded_image2_1711887848.jpeg""); width: 417px;","Rufisque, Sénégal"
"1739042169-657","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4670652","Chiot Berger Allemand","150 000 CFA","background-image: url(""https://images.coinafrique.com/4670652_uploaded_image1_1712025834.jpg""); width: 632px;","Guediawaye, Dakar, Sénégal"
"1739042181-658","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-4672174","Chiots Bichons Maltais","100 000 CFA","background-image: url(""https://images.coinafrique.com/4672174_uploaded_image1_1712086423.jpg""); width: 385px;","Ouest Foire, Dakar, Sénégal"
"1739042194-659","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4679501","Chien Berger Allemand","310 000 CFA","background-image: url(""https://images.coinafrique.com/4679501_uploaded_image1_1712415418.jpg""); width: 369px;","Rufisque, Sénégal"
"1739042213-660","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/malinois-mal-4679677","Malinois mal","250 CFA","background-image: url(""https://images.coinafrique.com/4679677_uploaded_image2_1712423347.jpeg""); width: 412px;","Dakar, Sénégal"
"1739042223-661","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chiot-ridgback-4680610","Chiot Ridgback","500 000 CFA","background-image: url(""https://images.coinafrique.com/4680610_uploaded_image2_1712497781.jpeg""); width: 574px;","Diamniadio, Sénégal"
"1739042238-662","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4681737","Chiots Malinois","Prix sur demande","background-image: url(""https://images.coinafrique.com/4681737_uploaded_image2_1712574717.jpeg""); width: 433px;","Mbao, Dakar, Sénégal"
"1739042248-663","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4683644","Chiot Bichon Maltais","777 621 466 CFA","background-image: url(""https://images.coinafrique.com/4683644_uploaded_image1_1712667997.jpg""); width: 412px;","Dakar, Sénégal"
"1739042257-664","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chien-berger-belge-malinois-4687438","Chien Berger Belge Malinois","250 000 CFA","background-image: url(""https://images.coinafrique.com/4687438_uploaded_image1_1712878170.jpg""); width: 605px;","Mbao, Dakar, Sénégal"
"1739042266-665","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border9mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4692204","Chiot Berger Allemand","200 000 CFA","background-image: url(""https://images.coinafrique.com/4692204_uploaded_image2_1713146736.jpeg""); width: 369px;","Fann, Dakar, Sénégal"
"1739042274-666","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border9mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4692205","Chiot Berger Allemand","Prix sur demande","background-image: url(""https://images.coinafrique.com/thumb_4692205_uploaded_image1_1713147032.jpg""); width: 369px;","Fann, Dakar, Sénégal"
"1739042283-667","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border9mois","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4695228","Chiot Malinois","779 638 883 CFA","background-image: url(""https://images.coinafrique.com/4695228_uploaded_image2_1713282120.jpeg""); width: 412px;","Dakar, Sénégal"
"1739042290-668","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border9mois","https://sn.coinafrique.com/annonce/chiens/femelle-apbt-brinze-4711619","Femelle Apbt Brinze","250 000 CFA","background-image: url(""https://images.coinafrique.com/4711619_uploaded_image2_1714093089.jpeg""); width: 671px;","Dakar, Sénégal"
"1739042301-669","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border9mois","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4716925","Chien Berger Allemand","200 000 CFA","background-image: url(""https://images.coinafrique.com/4716925_uploaded_image2_1714422081.jpeg""); width: 407px;","Guediawaye, Dakar, Sénégal"
"1739042310-670","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border9mois","https://sn.coinafrique.com/annonce/chiens/berger-allemand-femelle-4717577","Berger Allemand Femelle","500 000 CFA","background-image: url(""https://images.coinafrique.com/4717577_uploaded_image2_1714468820.jpeg""); width: 412px;","Dakar, Sénégal"
"1739042318-671","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border9mois","https://sn.coinafrique.com/annonce/chiens/rottweiler-4727689","Rottweiler","300 000 CFA","background-image: url(""https://images.coinafrique.com/4727689_uploaded_image1_1714948146.jpg""); width: 412px;","Dakar, Sénégal"
"1739042329-672","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border9mois","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4739575","Chiot Bichon","150 000 CFA","background-image: url(""https://images.coinafrique.com/4739575_uploaded_image2_1715527231.jpeg""); width: 436px;","Grand Yoff, Dakar, Sénégal"
"1739042338-673","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border9mois","https://sn.coinafrique.com/annonce/chiens/chiots-4740260","Chiots","20 000 CFA","background-image: url(""https://images.coinafrique.com/4740260_uploaded_image2_1715562134.jpeg""); width: 369px;","Gorée, Dakar, Sénégal"
"1739042346-674","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border8mois","https://sn.coinafrique.com/annonce/chiens/chiots-4746939","Chiots","Prix sur demande","background-image: url(""https://images.coinafrique.com/4746939_uploaded_image1_1715867384.jpg""); width: 582px;","Thies, Sénégal"
"1739042356-675","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border8mois","https://sn.coinafrique.com/annonce/chiens/chien-husky-4755258","Chien Husky","300 000 CFA","background-image: url(""https://images.coinafrique.com/4755258_uploaded_image2_1716323396.jpeg""); width: 445px;","Ouest Foire, Dakar, Sénégal"
"1739042365-676","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border8mois","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4755803","Chiot Malinois","290 CFA","background-image: url(""https://images.coinafrique.com/4755803_uploaded_image1_1716366578.jpg""); width: 412px;","Dakar, Sénégal"
"1739042381-677","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border8mois","https://sn.coinafrique.com/annonce/chiens/chiots-berger-xl-4758802","Chiots Berger XL","250 000 CFA","background-image: url(""https://images.coinafrique.com/4758802_uploaded_image2_1716485273.jpeg""); width: 534px;","Saly, Sénégal"
"1739042389-678","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border8mois","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4764005","Chiots Berger Allemand","400 000 CFA","background-image: url(""https://images.coinafrique.com/4764005_uploaded_image1_1716798431.jpg""); width: 474px;","Mbour, Sénégal"
"1739042398-679","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border8mois","https://sn.coinafrique.com/annonce/chiens/berger-allemand-pure-sang-4779635","Berger allemand pure sang","160 000 CFA","background-image: url(""https://images.coinafrique.com/4779635_uploaded_image1_1717531124.jpg""); width: 476px;","Mbour, Sénégal"
"1739042406-680","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-femelle-4795597","Chiot malinois femelle","250 000 CFA","background-image: url(""https://images.coinafrique.com/4795597_uploaded_image1_1718373916.jpg""); width: 534px;","Saly, Sénégal"
"1739042414-681","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-4806292","Bichon Maltais","779 638 883 CFA","background-image: url(""https://images.coinafrique.com/4806292_uploaded_image1_1719106602.jpg""); width: 412px;","Dakar, Sénégal"
"1739042423-682","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/chien-malinois-4806294","Chien Malinois","77 963 888 CFA","background-image: url(""https://images.coinafrique.com/thumb_4806294_uploaded_image1_1719106703.jpg""); width: 412px;","Dakar, Sénégal"
"1739042432-683","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4-mois-4807147","Chiot Malinois 4 mois","275 CFA","background-image: url(""https://images.coinafrique.com/thumb_4807147_uploaded_image2_1719173692.jpeg""); width: 412px;","Dakar, Sénégal"
"1739042440-684","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/chiots-dog-canaries-4808208","Chiots dog canaries","Prix sur demande","background-image: url(""https://images.coinafrique.com/4808208_uploaded_image1_1719236144.jpg""); width: 510px;","Keur Massar, Sénégal"
"1739042449-685","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-4812592","Bichon maltais","145 000 CFA","background-image: url(""https://images.coinafrique.com/4812592_uploaded_image1_1719436345.jpg""); width: 497px;","Dieuppeul-Derklé, Dakar, Sénégal"
"1739042458-686","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/chiot-husky-pur-sang-4814513","Chiot Husky pur sang","250 000 CFA","background-image: url(""https://images.coinafrique.com/4814513_uploaded_image1_1719531765.jpg""); width: 585px;","Ouest Foire, Dakar, Sénégal"
"1739042468-687","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4817314","Chiots Berger Allemand","160 000 CFA","background-image: url(""https://images.coinafrique.com/4817314_uploaded_image1_1719692246.jpg""); width: 607px;","Cambérène, Dakar, Sénégal"
"1739042478-688","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4828053","Chiots Malinois","300 000 CFA","background-image: url(""https://images.coinafrique.com/4828053_uploaded_image2_1720201779.jpeg""); width: 423px;","Thies, Sénégal"
"1739042486-689","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/chiens-de-race-4829728","Chiens de race","500 000 CFA","background-image: url(""https://images.coinafrique.com/thumb_4829728_uploaded_image1_1720295748.jpg""); width: 369px;","HLM, Dakar, Sénégal"
"1739042496-690","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/chiens-de-race-4829755","Chiens de race","250 000 CFA","background-image: url(""https://images.coinafrique.com/4829755_uploaded_image1_1720296424.jpg""); width: 369px;","HLM, Dakar, Sénégal"
"1739042506-691","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/berger-allemand-poil-long-4834152","Berger Allemand poil long","150 000 CFA","background-image: url(""https://images.coinafrique.com/4834152_uploaded_image1_1720526802.jpg""); width: 511px;","Thies, Sénégal"
"1739042515-692","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4837526","Chiots Berger Allemand","350 000 CFA","background-image: url(""https://images.coinafrique.com/thumb_4837526_uploaded_image1_1720683729.jpg""); width: 418px;","Parcelle Assainies, Dakar, Sénégal"
"1739042524-693","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/berger-allemand-4840125","Berger Allemand","150 000 CFA","background-image: url(""https://images.coinafrique.com/thumb_4840125_uploaded_image1_1720797730.jpg""); width: 607px;","Cambérène, Dakar, Sénégal"
"1739042534-694","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/chien-bichon-4844767","Chien Bichon","160 000 CFA","background-image: url(""https://images.coinafrique.com/4844767_uploaded_image1_1721086997.jpg""); width: 369px;","Sicap Liberté, Dakar, Sénégal"
"1739042544-695","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/berger-allemand-4845561","Berger allemand","150 000 CFA","background-image: url(""https://images.coinafrique.com/4845561_uploaded_image2_1721130363.jpeg""); width: 488px;","Diamniadio, Sénégal"
"1739042553-696","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/chiots-spitz-nain-4845887","Chiots spitz nain","800 000 CFA","background-image: url(""https://images.coinafrique.com/4845887_uploaded_image2_1721141630.jpeg""); width: 430px;","Dakar Plateau, Dakar, Sénégal"
"1739042562-697","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/chiots-rottweiler-4848898","Chiots Rottweiler","250 000 CFA","background-image: url(""https://images.coinafrique.com/4848898_uploaded_image2_1721301203.jpeg""); width: 436px;","Mariste, Dakar, Sénégal"
"1739042572-698","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/chiot-belgian-malinois-charbonne-4850412","Chiot Belgian Malinois charbonne","250 000 CFA","background-image: url(""https://images.coinafrique.com/4850412_uploaded_image1_1721376820.jpg""); width: 565px;","Yoff, Dakar, Sénégal"
"1739042584-699","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/chiot-cane-corso-4851447","Chiot Cane Corso","Prix sur demande","background-image: url(""https://images.coinafrique.com/4851447_uploaded_image2_1721414706.jpeg""); width: 386px;","Mariste, Dakar, Sénégal"
"1739042599-700","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/chiot-husky-4852383","Chiot Husky","200 000 CFA","background-image: url(""https://images.coinafrique.com/4852383_uploaded_image2_1721477573.jpeg""); width: 590px;","Mbour, Sénégal"
