nom,prix,adresse,image
Chaton Siamois Himalayen,275000.0,"Fann, Dakar, Sénégal",https://images.coinafrique.com/thumb_4215680_uploaded_image1_1684074328.jpg)
Poussins bleus hollandais,1500.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4223952_uploaded_image1_1684611180.jpg)
Paon,400.0,"Touba, Sénégal",https://images.coinafrique.com/thumb_4226444_uploaded_image1_1684797786.jpg)
Paon,303046.95945945947,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4250701_uploaded_image1_1686389684.jpg)
Poissons aquariums,7500.0,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4258053_uploaded_image1_1686843939.jpg)
Oies,45000.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_4263743_uploaded_image1_1687283716.jpg)
Perruches ondulées,20000.0,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_4268218_uploaded_image1_1687536623.jpg)
Chat persan chinchilla golden shaded,500000.0,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4268857_uploaded_image1_1687596952.jpg)
Chat persan chinchilla blue golden shaded,650000.0,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4268866_uploaded_image1_1687597344.jpg)
Chatons persans chinchilla golden shaded,500000.0,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4268926_uploaded_image1_1687601650.jpg)
Autruche,40000.0,"Bambey, Sénégal",https://images.coinafrique.com/thumb_4274068_uploaded_image1_1688027259.jpg)
Paon,290000.0,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4277277_uploaded_image1_1688258720.jpg)
Canard,30000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4251761_uploaded_image1_1686479149.jpg)
Vache,303046.95945945947,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4284952_uploaded_image1_1688734268.jpg)
Poussins d'autruche,50000.0,"Bambey, Sénégal",https://images.coinafrique.com/thumb_4292496_uploaded_image1_1689236421.jpg)
Vache,600000.0,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4303521_uploaded_image1_1689962163.jpg)
Bœuf,303046.95945945947,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4303523_uploaded_image1_1689962222.jpg)
Chaton Gimalayen Siamois,250000.0,"Fann, Dakar, Sénégal",https://images.coinafrique.com/thumb_4333502_uploaded_image1_1691932427.jpg)
Taureau,320000.0,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4335558_uploaded_image1_1692061499.jpg)
Chat Persan,650000.0,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_4386249_uploaded_image1_1695340690.jpg)
Chèvre,80000.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_4387674_uploaded_image1_1695430824.jpg)
Veaux,450000.0,"Pikine, Sénégal",https://images.coinafrique.com/thumb_4407653_uploaded_image1_1696730126.jpg)
Dindes,30000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4408804_uploaded_image1_1696809535.jpg)
Oies de Toulouse,303046.95945945947,"Thies, Sénégal",https://images.coinafrique.com/thumb_4409000_uploaded_image1_1696840958.jpg)
Pintade,7000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4412768_uploaded_image1_1697036744.jpg)
Paon,65000.0,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4435457_uploaded_image1_1698661056.jpg)
Perruche ondulée,7000.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_4452994_uploaded_image1_1699659802.jpg)
Cailles,1500.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4454743_uploaded_image1_1699793813.jpg)
Perruches ondulées,15000.0,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_4456156_uploaded_image1_1699884359.jpg)
Perruche Anglaise,40000.0,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_4456172_uploaded_image1_1699885668.jpg)
Brittish Shorthair,800000.0,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4462219_uploaded_image1_1700244596.jpg)
Cochons,20000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4503058_uploaded_image1_1702806558.jpg)
Cochons,20000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4503064_uploaded_image1_1702806770.jpg)
Couple dinde,40000.0,"Kolda, Sénégal",https://images.coinafrique.com/thumb_4506000_uploaded_image1_1702997150.jpg)
Chatons Serval,1500000.0,"Saint Louis, Sénégal",https://images.coinafrique.com/thumb_4517799_uploaded_image1_1703777941.jpg)
Bœuf,303046.95945945947,"Diamalaye 2, Dakar, Sénégal",https://images.coinafrique.com/thumb_4534540_uploaded_image1_1704746080.jpg)
Chaton Persan,400000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4540876_uploaded_image1_1705028116.jpg)
Chaton Scotish Fold,750000.0,"Fann, Dakar, Sénégal",https://images.coinafrique.com/thumb_4540889_uploaded_image1_1705029103.jpg)
Cochons d'inde,20000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4555313_uploaded_image1_1705776199.jpg)
Boeuf,600000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4568012_uploaded_image1_1706543950.jpg)
Chaton Persan,400000.0,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4569529_uploaded_image1_1706630955.jpg)
Perroquet youyou,10000.0,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_4570755_uploaded_image2_1706701706.jpeg)
Chaton Scottish Fold,750000.0,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4571582_uploaded_image1_1706729320.jpg)
Chaton Persan,400000.0,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4592914_uploaded_image1_1707885493.jpg)
Chaton Siamois Hymalayen,240000.0,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4593854_uploaded_image1_1707927839.jpg)
Chaton,303046.95945945947,"Ngor, Dakar, Sénégal",https://images.coinafrique.com/thumb_4608863_uploaded_image1_1708712110.jpg)
Chat Persan Chinchilla,400000.0,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4623023_uploaded_image1_1709471973.jpg)
Chat Brittish Shorthair,700000.0,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4629619_uploaded_image1_1709768692.jpg)
Chaton Hymalayen Persan,270000.0,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4639205_uploaded_image1_1710275204.jpg)
Cage avec 3  oiseaux,60000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4640165_uploaded_image1_1710330525.jpg)
Chaton Himalayen,270000.0,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4642742_uploaded_image1_1710476161.jpg)
Chatons,303046.95945945947,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_4646165_uploaded_image1_1710686670.jpg)
Canard Colvert,25000.0,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4650420_uploaded_image1_1710887873.jpg)
Chatons,303046.95945945947,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4651939_uploaded_image1_1710967508.jpg)
Vache brune,303046.95945945947,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4664799_uploaded_image1_1711657831.jpg)
Paire de perruches ondulées,40000.0,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4679396_uploaded_image1_1712411459.jpg)
Bœufs,303046.95945945947,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4679890_uploaded_image1_1712437211.jpg)
Chaton,303046.95945945947,"Ngor, Dakar, Sénégal",https://images.coinafrique.com/thumb_4689687_uploaded_image1_1713000926.jpg)
Perruche,20000.0,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4701230_uploaded_image1_1713565518.jpg)
Cailles,303046.95945945947,"Touba, Sénégal",https://images.coinafrique.com/thumb_4701407_uploaded_image1_1713575328.jpg)
Hamster,5000.0,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4723216_uploaded_image1_1714726904.jpg)
Chat Siamois,300000.0,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4723220_uploaded_image1_1714727016.jpg)
Paon bleu,250000.0,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4686441_uploaded_image1_1712838619.jpg)
3 chatons,303046.95945945947,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4751663_uploaded_image1_1716126912.jpg)
Boeuf,800000.0,"Kaolack, Sénégal",https://images.coinafrique.com/thumb_4752043_uploaded_image1_1716145974.jpg)
Vache  Montbéliard Holstein,303046.95945945947,"Pikine, Sénégal",https://images.coinafrique.com/thumb_4753933_uploaded_image1_1716257630.jpg)
Vache Montbéliard et Holstein,303046.95945945947,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4753935_uploaded_image1_1716257776.jpg)
Vaches Montbéliarde,303046.95945945947,"Pikine, Sénégal",https://images.coinafrique.com/thumb_4753936_uploaded_image1_1716257870.jpg)
Vache laitière Montbéliarde,303046.95945945947,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4765247_uploaded_image1_1716841792.jpg)
Chaton Angora,350000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4765270_uploaded_image1_1716842569.jpg)
Chat persan,400000.0,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4785131_uploaded_image1_1717786702.jpg)
Poussin Cochin disponible,17500.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4794466_uploaded_image1_1718301585.jpg)
Cochin Fauve,17500.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4794473_uploaded_image1_1718301841.jpg)
Chat scotish,750000.0,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4803206_uploaded_image1_1718912151.jpg)
Paon,140000.0,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4804686_uploaded_image1_1718999173.jpg)
Scottish fold et scottish straight de race pure,700000.0,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4808971_uploaded_image1_1719267956.jpg)
Chatons Persan pure race,450000.0,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4808981_uploaded_image1_1719268557.jpg)
Persan pure race,500000.0,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4818301_uploaded_image1_1719774491.jpg)
Perruches ondulées blanches,20000.0,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_4846024_uploaded_image1_1721146605.jpg)
Perruche ondulée,30000.0,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_4846053_uploaded_image1_1721147434.jpg)
Perruche ondulée,15000.0,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_4846061_uploaded_image1_1721147785.jpg)
Vache montbéliardes,2000000.0,"Pikine, Sénégal",https://images.coinafrique.com/thumb_4851931_uploaded_image2_1721447498.jpeg)
Bœufs race Goudali,303046.95945945947,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4853741_uploaded_image1_1721569594.jpg)
Siamois,200000.0,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4855435_uploaded_image1_1721662817.jpg)
Chaton hiamalayen,200000.0,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4864117_uploaded_image1_1722115248.jpg)
Vache,350000.0,"Gassane, Sénégal",https://images.coinafrique.com/thumb_4864739_uploaded_image1_1722168896.jpg)
vache,303046.95945945947,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4878570_uploaded_image1_1722874635.jpg)
Œufs de caille,3000.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_4880858_uploaded_image1_1722971406.jpg)
Autruche,750000.0,"Almadies 2, Dakar, Sénégal",https://images.coinafrique.com/thumb_4885138_uploaded_image1_1723173640.jpg)
Chatons persans chinchillas purs,550000.0,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4888897_uploaded_image1_1723397770.jpg)
Bœufs,303046.95945945947,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4895608_uploaded_image1_1723716978.jpg)
Poisson Aquarium,8500.0,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4898597_uploaded_image1_1723887709.jpg)
Perroquets,50000.0,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_4903200_uploaded_image1_1724163057.jpg)
Dinde rouge Ardenne,303046.95945945947,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4917420_uploaded_image1_1724966404.jpg)
Poussins de canard,2500.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4917429_uploaded_image1_1724966703.jpg)
Chatons,303046.95945945947,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4922546_uploaded_image1_1725269043.jpg)
Chat,350000.0,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_4928423_uploaded_image1_1725508257.jpg)
