nom,prix,image,adresse
Chiot   Bichon,210000.0,https://images.coinafrique.com/3833288_uploaded_image1_1660689995.jpg,"Mamelles, Dakar, Sénégal"
Chiot  Husky,390000.0,https://images.coinafrique.com/3833295_uploaded_image1_1660690344.jpg,"Mamelles, Dakar, Sénégal"
Pitbull,150000.0,https://images.coinafrique.com/3834863_uploaded_image1_1660764746.jpg,"Dakar, Sénégal"
Chiot pitbull,150000.0,https://images.coinafrique.com/3834868_uploaded_image1_1660765064.jpg,"Dakar, Sénégal"
Chiot Husky,400000.0,https://images.coinafrique.com/3842536_uploaded_image1_1661251974.jpg,"Sicap Liberté, Dakar, Sénégal"
Chiots Berger Malinois,250000.0,https://images.coinafrique.com/3847815_uploaded_image1_1661514913.jpg,"Rufisque, Sénégal"
Chiot berger allemand,150000.0,https://images.coinafrique.com/3858177_uploaded_image2_1662077391.jpeg,"Ngaparou, Sénégal"
Caniche bichon,200000.0,https://images.coinafrique.com/3861980_uploaded_image1_1662259844.jpg,"Sicap Liberté, Dakar, Sénégal"
Bichon maltais,171998628018409.84,https://images.coinafrique.com/3865643_uploaded_image1_1662470750.jpg,"Mbao, Dakar, Sénégal"
Chiot berger,171998628018409.84,https://images.coinafrique.com/3865651_uploaded_image1_1662471125.jpg,"Mbao, Dakar, Sénégal"
Chiot malinois,250000.0,https://images.coinafrique.com/3867595_uploaded_image2_1662560517.jpeg,"Toubab Dialao, Sénégal"
Chienne Cane Corso,400000.0,https://images.coinafrique.com/3867600_uploaded_image2_1662560692.jpeg,"Toubab Dialao, Sénégal"
Chiot Yorkshire Toy,171998628018409.84,https://images.coinafrique.com/3868293_uploaded_image1_1662590348.jpg,"Fann-Point E-Amitié, Dakar, Sénégal"
Chiot Berger Malinois femelle,300000.0,https://images.coinafrique.com/3874592_uploaded_image1_1662985359.jpg,"Yoff, Dakar, Sénégal"
Chiot femelle boerboel,550000.0,https://images.coinafrique.com/3874975_uploaded_image1_1662997342.jpg,"Thies, Sénégal"
Berger malinois,250000.0,https://images.coinafrique.com/3881831_uploaded_image1_1663434565.jpg,"Rufisque, Sénégal"
Chiots Berger Allemand,150000.0,https://images.coinafrique.com/3890175_uploaded_image1_1663943837.jpg,"Mamelles, Dakar, Sénégal"
Chiots Bulldogs français,500000.0,https://images.coinafrique.com/3893728_uploaded_image2_1664199709.jpeg,"Sacré-Coeur, Dakar, Sénégal"
Chiots Bulldogs français,500000.0,https://images.coinafrique.com/3893742_uploaded_image2_1664199904.jpeg,"Sacré-Coeur, Dakar, Sénégal"
Chiots Pinschers toy,400000.0,https://images.coinafrique.com/3893750_uploaded_image1_1664200070.jpg,"Sacré-Coeur, Dakar, Sénégal"
Chiots  Berger Allemand,135000.0,https://images.coinafrique.com/3895930_uploaded_image1_1664316408.jpg,"Keur Massar, Sénégal"
Chiots  Bichon,171998628018409.84,https://images.coinafrique.com/3897557_uploaded_image1_1664409077.jpg,"Mbao, Dakar, Sénégal"
Chiots métisse malinois et berger belge,120000.0,https://images.coinafrique.com/3899662_uploaded_image1_1664548562.jpg,"Diamniadio, Sénégal"
Chien Berger Allemand,250000.0,https://images.coinafrique.com/3900127_uploaded_image1_1664576111.jpg,"Keur Massar, Sénégal"
Chiots Rottweilers,250000.0,https://images.coinafrique.com/3905906_uploaded_image1_1664894472.jpg,"Ouest Foire, Dakar, Sénégal"
Chiot berger allemand mâle,200000.0,https://images.coinafrique.com/3910219_uploaded_image1_1665140597.jpg,"Mbao, Dakar, Sénégal"
Chiot Béninois Marocain,150000.0,https://images.coinafrique.com/3917424_uploaded_image1_1665594964.jpg,"Yoff, Dakar, Sénégal"
Chiot Berger Allemand,150000.0,https://images.coinafrique.com/3919086_uploaded_image1_1665677697.jpg,"Thies, Sénégal"
Bichon maltais,300000.0,https://images.coinafrique.com/3936588_uploaded_image1_1666784160.jpg,"Yoff, Dakar, Sénégal"
Bergers Belges Malinois,200000.0,https://images.coinafrique.com/3939343_uploaded_image1_1666955832.jpg,"Ouakam, Dakar, Sénégal"
Chiots  Berger Allemand,150000.0,https://images.coinafrique.com/3940749_uploaded_image1_1667047501.jpg,"Dakar, Sénégal"
Mâle Boerbull,600000.0,https://images.coinafrique.com/3950528_uploaded_image1_1667574423.jpg,"Pikine, Sénégal"
Femelle Husky,500000.0,https://images.coinafrique.com/3950534_uploaded_image1_1667574665.jpg,"Pikine, Sénégal"
Berger Malinois,1200000.0,https://images.coinafrique.com/3961680_uploaded_image3_1668213126.jpeg,"Pikine, Sénégal"
Berger Malinois,1200000.0,https://images.coinafrique.com/thumb_3961682_uploaded_image3_1668213260.jpeg,"Pikine, Sénégal"
Chiots,250000.0,https://images.coinafrique.com/3962314_uploaded_image1_1668265811.jpg,"Cambérène, Dakar, Sénégal"
Chiot Bichon Maltais,120000.0,https://images.coinafrique.com/3975894_uploaded_image1_1669133398.jpg,"Mermoz-Sacré Coeur, Dakar, Sénégal"
Femelle Berger Allemand,250000.0,https://images.coinafrique.com/3989786_uploaded_image1_1669973666.jpg,"Thies, Sénégal"
Mâle Pitbull,120000.0,https://images.coinafrique.com/3997099_uploaded_image1_1670356944.jpg,"Dakar, Sénégal"
Chiot Berger Allemand,150000.0,https://images.coinafrique.com/4005622_uploaded_image2_1670861008.jpeg,"Colobane, Dakar, Sénégal"
Chiot Husky,200000.0,https://images.coinafrique.com/4018249_uploaded_image1_1671629171.jpg,"Cambérène, Dakar, Sénégal"
Chiots Husky,150000.0,https://images.coinafrique.com/4023358_uploaded_image1_1672057592.jpg,"Cambérène, Dakar, Sénégal"
Chiot Bichon,130000.0,https://images.coinafrique.com/4025445_uploaded_image1_1672213016.jpg,"Dieuppeul-Derklé, Dakar, Sénégal"
Chiots Bichons,30000.0,https://images.coinafrique.com/4025449_uploaded_image1_1672213204.jpg,"Dieuppeul-Derklé, Dakar, Sénégal"
Chiots bichon,130000.0,https://images.coinafrique.com/4027584_uploaded_image2_1672347137.jpeg,"Dieuppeul-Derklé, Dakar, Sénégal"
Chiots cane corso,350000.0,https://images.coinafrique.com/4034427_uploaded_image1_1672853648.jpg,"Saly, Sénégal"
Chiots bichons,130000.0,https://images.coinafrique.com/4041795_uploaded_image1_1673279581.jpg,"Dieuppeul-Derklé, Dakar, Sénégal"
Chiots Bichons,130000.0,https://images.coinafrique.com/4041802_uploaded_image1_1673279754.jpg,"Dieuppeul-Derklé, Dakar, Sénégal"
Chiots Berger Allemand,130000.0,https://images.coinafrique.com/4044025_uploaded_image1_1673388499.jpg,"Dakar, Sénégal"
Chiots berger allemand,180000.0,https://images.coinafrique.com/4047402_uploaded_image2_1673559774.jpeg,"Cambérène, Dakar, Sénégal"
Chiots Bichons,130000.0,https://images.coinafrique.com/4048333_uploaded_image1_1673621051.jpg,"Dieuppeul-Derklé, Dakar, Sénégal"
Chiot Bichon,200000.0,https://images.coinafrique.com/4048503_uploaded_image1_1673626971.jpg,"Dakar, Sénégal"
Chiot Rottweiller,200000.0,https://images.coinafrique.com/4051242_uploaded_image1_1673810971.jpg,"Dieuppeul-Derklé, Dakar, Sénégal"
Chiots Bulldog français,171998628018409.84,https://images.coinafrique.com/4056315_uploaded_image1_1674120801.jpg,"Fann-Point E-Amitié, Dakar, Sénégal"
Chiots bergers allemands,160000.0,https://images.coinafrique.com/4057130_uploaded_image2_1674154040.jpeg,"Keur Massar, Sénégal"
Chiot Golden Retriever,650000.0,https://images.coinafrique.com/4059349_uploaded_image1_1674300377.jpg,"Fann, Dakar, Sénégal"
Chiot husky sibérien,171998628018409.84,https://images.coinafrique.com/4063809_uploaded_image1_1674588250.jpg,"Mbao, Dakar, Sénégal"
Chiots Pitbull,100000.0,https://images.coinafrique.com/4070065_uploaded_image2_1675021878.jpeg,"Dakar, Sénégal"
Chiots Bichons,130000.0,https://images.coinafrique.com/4077248_uploaded_image1_1675372705.jpg,"Dieuppeul-Derklé, Dakar, Sénégal"
Chiots Pitbull,100000.0,https://images.coinafrique.com/4078372_uploaded_image1_1675431643.jpg,"Dakar, Sénégal"
Chien berger allemand,300000.0,https://images.coinafrique.com/thumb_4080591_uploaded_image1_1675545771.jpg,"Dakar, Sénégal"
Chiot berger malinois,700000.0,https://images.coinafrique.com/4085335_uploaded_image1_1675814530.jpg,"Rufisque, Sénégal"
Chiot Spitz Nain Pomeranien,171998628018409.84,https://images.coinafrique.com/4105901_uploaded_image1_1677094228.jpg,"Fann-Point E-Amitié, Dakar, Sénégal"
Chiot mâle bichon,100000.0,https://images.coinafrique.com/4108812_uploaded_image1_1677276973.jpg,"Mbao, Dakar, Sénégal"
Chiot Caniche bichon,150000.0,https://images.coinafrique.com/4117078_uploaded_image1_1677779647.jpg,"Dakar, Sénégal"
Chiots malinois,280000.0,https://images.coinafrique.com/4118286_uploaded_image1_1677846223.jpg,"Mermoz-Sacré Coeur, Dakar, Sénégal"
Chiot bichon maltais,130000.0,https://images.coinafrique.com/4118672_uploaded_image1_1677860063.jpg,"Grand Yoff, Dakar, Sénégal"
Chien berger allemand,140000.0,https://images.coinafrique.com/4121621_uploaded_image1_1678058765.jpg,"Dakar, Sénégal"
Chien Bichon,150000.0,https://images.coinafrique.com/4124637_uploaded_image1_1678229133.jpg,"Ouakam, Dakar, Sénégal"
Chiots Berger allemand,171998628018409.84,https://images.coinafrique.com/4125859_uploaded_image1_1678300077.jpg,"Mbao, Dakar, Sénégal"
Chiot Bichon Maltais,171998628018409.84,https://images.coinafrique.com/4125861_uploaded_image2_1678300191.jpeg,"Mbao, Dakar, Sénégal"
Chiens Rottweiler,1350000.0,https://images.coinafrique.com/4126333_uploaded_image1_1678330232.jpg,"Almadies, Dakar, Sénégal"
Chienne Labrador,650000.0,https://images.coinafrique.com/4126334_uploaded_image1_1678330605.jpg,"Almadies, Dakar, Sénégal"
Chienne Golden Retriever,700000.0,https://images.coinafrique.com/4126336_uploaded_image1_1678330762.jpg,"Almadies, Dakar, Sénégal"
Chiots malinois,280000.0,https://images.coinafrique.com/thumb_4126440_uploaded_image1_1678350608.jpg,"Dakar, Sénégal"
Chiot  berger,150000.0,https://images.coinafrique.com/4130159_uploaded_image2_1678548296.jpeg,"Dakar, Sénégal"
Chiots Berger Allemand,100000.0,https://images.coinafrique.com/4131053_uploaded_image1_1678627815.jpg,"Keur Massar, Sénégal"
Chiot Mal Bichon,250.0,https://images.coinafrique.com/4134271_uploaded_image1_1678817547.jpg,"Dakar, Sénégal"
Chiots berger allemand,150000.0,https://images.coinafrique.com/4135756_uploaded_image1_1678898624.jpg,"Diamniadio, Sénégal"
Chiot Bichon,70000.0,https://images.coinafrique.com/4137626_uploaded_image3_1679009249.jpeg,"Dieuppeul-Derklé, Dakar, Sénégal"
Chiot Berger Allemand,125000.0,https://images.coinafrique.com/4141061_uploaded_image1_1679304713.jpg,"Diamniadio, Sénégal"
Chiot Labrador,750000.0,https://images.coinafrique.com/4141864_uploaded_image2_1679336408.jpeg,"Dakar, Sénégal"
Chien Jack russell,175000.0,https://images.coinafrique.com/4142083_uploaded_image1_1679347655.jpg,"Mariste, Dakar, Sénégal"
Chiot Bichon,150000.0,https://images.coinafrique.com/4149942_uploaded_image1_1679856856.jpg,"Dakar, Sénégal"
Chiots,120000.0,https://images.coinafrique.com/4149988_uploaded_image2_1679859740.jpeg,"Dakar, Sénégal"
Chiots Malinois,150000.0,https://images.coinafrique.com/4158059_uploaded_image1_1680361437.jpg,"Rufisque, Sénégal"
Chiots  Malinois,350000.0,https://images.coinafrique.com/4159449_uploaded_image1_1680456128.jpg,"Dakar Plateau, Dakar, Sénégal"
Chiots  Malinois,200000.0,https://images.coinafrique.com/thumb_4162884_uploaded_image1_1680632930.jpg,"Dakar, Sénégal"
Chiot Bichon,150.0,https://images.coinafrique.com/4165184_uploaded_image1_1680766831.jpg,"Dakar, Sénégal"
Chiots labrador,400000.0,https://images.coinafrique.com/4167214_uploaded_image1_1680870219.jpg,"Rufisque, Sénégal"
Chiot  Caniche,300000.0,https://images.coinafrique.com/4169389_uploaded_image1_1681006575.jpg,"Ngor, Dakar, Sénégal"
Chiot Berger allemand,171998628018409.84,https://images.coinafrique.com/4171222_uploaded_image1_1681149812.jpg,"Almadies, Dakar, Sénégal"
Chiens berger allemand,200000.0,https://images.coinafrique.com/4172538_uploaded_image1_1681227060.jpg,"Keur Massar, Sénégal"
Chiot,150000.0,https://images.coinafrique.com/4174428_uploaded_image1_1681336910.jpg,"Dakar Plateau, Dakar, Sénégal"
Chiots bergers allemands,200000.0,https://images.coinafrique.com/4176841_uploaded_image2_1681482623.jpeg,"Saly, Sénégal"
Chiot Bichon Maltais,100000.0,https://images.coinafrique.com/4178317_uploaded_image2_1681583921.jpeg,"Sicap Liberté, Dakar, Sénégal"
Chiot pitbull,100000.0,https://images.coinafrique.com/4180447_uploaded_image1_1681745968.jpg,"Guediawaye, Dakar, Sénégal"
Chiot Malinois,200000.0,https://images.coinafrique.com/4186165_uploaded_image1_1682151351.jpg,"Rufisque, Sénégal"
Chiens Labrador,171998628018409.84,https://images.coinafrique.com/4186378_uploaded_image2_1682164251.jpeg,"Mbao, Dakar, Sénégal"
Chien Malinois,171998628018409.84,https://images.coinafrique.com/4186380_uploaded_image1_1682164639.jpg,"Mbao, Dakar, Sénégal"
Chiot berger malinois,130000.0,https://images.coinafrique.com/4189681_uploaded_image2_1682428416.jpeg,"Mariste, Dakar, Sénégal"
Chiens,150000.0,https://images.coinafrique.com/4190505_uploaded_image1_1682468019.jpg,"Lac rose, Sénégal"
Chienne malinoise,250000.0,https://images.coinafrique.com/4191047_uploaded_image1_1682510654.jpg,"Dakar, Sénégal"
Chienne malinois,300000.0,https://images.coinafrique.com/4192516_uploaded_image1_1682602073.jpg,"Dakar, Sénégal"
Chien,300000.0,https://images.coinafrique.com/4198141_uploaded_image1_1683020218.jpg,"Dakar, Sénégal"
Chiots Berger Allemand,150000.0,https://images.coinafrique.com/thumb_4203328_uploaded_image1_1683276531.jpg,"Dakar, Sénégal"
Chiens Berger Allemand,171998628018409.84,https://images.coinafrique.com/4203333_uploaded_image1_1683276634.jpg,"Dakar, Sénégal"
Chiot  Allemand,600000.0,https://images.coinafrique.com/4204043_uploaded_image2_1683299076.jpeg,"Dakar, Sénégal"
Chiots Caniches,150000.0,https://images.coinafrique.com/4206419_uploaded_image1_1683473050.jpg,"Dakar Plateau, Dakar, Sénégal"
Chiots Berger Allemand,150000.0,https://images.coinafrique.com/4206427_uploaded_image1_1683473206.jpg,"Dakar Plateau, Dakar, Sénégal"
Chiots Berger Belge,250000.0,https://images.coinafrique.com/4206429_uploaded_image1_1683473426.jpg,"Dakar Plateau, Dakar, Sénégal"
Chiots berger allemand,175000.0,https://images.coinafrique.com/4209184_uploaded_image1_1683653649.jpg,"Thies, Sénégal"
Chien,150000.0,https://images.coinafrique.com/4216138_uploaded_image1_1684103109.jpg,"Dakar, Sénégal"
Chiots Pitbull,130000.0,https://images.coinafrique.com/thumb_4219240_uploaded_image1_1684312262.jpg,"Ouest Foire, Dakar, Sénégal"
Chiots Pitbulls,190000.0,https://images.coinafrique.com/4219520_uploaded_image2_1684323670.jpeg,"Ouakam, Dakar, Sénégal"
Chiots Berger Allemand,125000.0,https://images.coinafrique.com/4220216_uploaded_image1_1684354056.jpg,"Almadies, Dakar, Sénégal"
Chiot Bichon Maltais,190000.0,https://images.coinafrique.com/4220294_uploaded_image2_1684360783.jpeg,"Cambérène, Dakar, Sénégal"
Chien Berger allemand,350000.0,https://images.coinafrique.com/thumb_4221634_uploaded_image1_1684441608.jpg,"Dakar, Sénégal"
Chiots Pitbull,100000.0,https://images.coinafrique.com/4226576_uploaded_image1_1684815976.jpg,"Ouest Foire, Dakar, Sénégal"
Chien,150000.0,https://images.coinafrique.com/4227862_uploaded_image2_1684881837.jpeg,"Thies, Sénégal"
Chiots malinois,220000.0,https://images.coinafrique.com/4235508_uploaded_image2_1685447149.jpeg,"Keur Massar, Sénégal"
Chiot Pitbull,171998628018409.84,https://images.coinafrique.com/4240673_uploaded_image1_1685739306.jpg,"HLM, Dakar, Sénégal"
Chien  Rottweiler,350000.0,https://images.coinafrique.com/4242529_uploaded_image1_1685899419.jpg,"Dakar, Sénégal"
Chiots  Bergers australien,650000.0,https://images.coinafrique.com/4242936_uploaded_image1_1685941455.jpg,"Saly, Sénégal"
Chiot  Malinois,250000.0,https://images.coinafrique.com/4255782_uploaded_image3_1686731484.jpeg,"Dakar, Sénégal"
Chiot Labrador,171998628018409.84,https://images.coinafrique.com/4257284_uploaded_image1_1686798764.jpg,"Mbao, Dakar, Sénégal"
Chiots Malinois,171998628018409.84,https://images.coinafrique.com/4260253_uploaded_image1_1687017772.jpg,"Saly, Sénégal"
Chien berger Allemand,250000.0,https://images.coinafrique.com/4263673_uploaded_image1_1687280336.jpg,"Mamelles, Dakar, Sénégal"
Chien Berger Allemand,250000.0,https://images.coinafrique.com/4266819_uploaded_image1_1687451460.jpg,"Dakar, Sénégal"
Chiots Berger Allemand,150000.0,https://images.coinafrique.com/4268216_uploaded_image1_1687536535.jpg,"Dakar, Sénégal"
Chiot Bichon,150000.0,https://images.coinafrique.com/4268527_uploaded_image2_1687554868.jpeg,"Dieuppeul-Derklé, Dakar, Sénégal"
Chiots Berger Allemand,260000.0,https://images.coinafrique.com/4277563_uploaded_image1_1688297196.jpg,"Dakar, Sénégal"
Chiots Bichons,150000.0,https://images.coinafrique.com/4277694_uploaded_image1_1688305486.jpg,"Dieuppeul-Derklé, Dakar, Sénégal"
Chiot croisé Husky / Berger Allemand,180000.0,https://images.coinafrique.com/4280738_uploaded_image2_1688487016.jpeg,"Parcelle Assainies, Dakar, Sénégal"
Chiots Cane Corso,350000.0,https://images.coinafrique.com/4283254_uploaded_image1_1688639363.jpg,"Almadies, Dakar, Sénégal"
Chiots Husky's,250000.0,https://images.coinafrique.com/4284697_uploaded_image1_1688724399.jpg,"Cambérène, Dakar, Sénégal"
Chiots Labradors,650000.0,https://images.coinafrique.com/4287921_uploaded_image1_1688944788.jpg,"Almadies, Dakar, Sénégal"
Chiens Malinois,250000.0,https://images.coinafrique.com/4290173_uploaded_image2_1689087810.jpeg,"Dakar, Sénégal"
Chiots  Akita japonaise,850000.0,https://images.coinafrique.com/4294289_uploaded_image1_1689338730.jpg,"Fann, Dakar, Sénégal"
Chiots Cane Corso,350000.0,https://images.coinafrique.com/4295604_uploaded_image2_1689430035.jpeg,"Almadies, Dakar, Sénégal"
Chiot  Berger Allemand,200000.0,https://images.coinafrique.com/4296542_uploaded_image1_1689515237.jpg,"Saint Louis, Sénégal"
Chiot Cane Corso,400000.0,https://images.coinafrique.com/4300394_uploaded_image1_1689770783.jpg,"Pikine, Sénégal"
Chiot Spitz Nain,180000.0,https://images.coinafrique.com/4305634_uploaded_image1_1690146671.jpg,"Sacré-Coeur, Dakar, Sénégal"
Chiot Bichon,150000.0,https://images.coinafrique.com/4307889_uploaded_image1_1690298114.jpg,"Dieuppeul-Derklé, Dakar, Sénégal"
Chiot  Bichon nain,200000.0,https://images.coinafrique.com/4311860_uploaded_image1_1690537675.jpg,"Almadies, Dakar, Sénégal"
Chiot Malinois,200000.0,https://images.coinafrique.com/4312162_uploaded_image1_1690550986.jpg,"Dakar, Sénégal"
Chiots Bichons,150000.0,https://images.coinafrique.com/4314748_uploaded_image2_1690747602.jpeg,"Dieuppeul-Derklé, Dakar, Sénégal"
Chiots berger allemand,180000.0,https://images.coinafrique.com/thumb_4315045_uploaded_image1_1690773274.jpg,"Dakar, Sénégal"
Chiot berger allemand,171998628018409.84,https://images.coinafrique.com/4315123_uploaded_image1_1690791733.jpg,"Thies, Sénégal"
Chiots  Malinois,225000.0,https://images.coinafrique.com/4318517_uploaded_image1_1690980921.jpg,"Dakar, Sénégal"
Chiots  Boerbull,171998628018409.84,https://images.coinafrique.com/4324260_uploaded_image1_1691322006.jpg,"Biscuiterie, Dakar, Sénégal"
Chiot Pitbull,171998628018409.84,https://images.coinafrique.com/4327552_uploaded_image1_1691526026.jpg,"Sicap Liberté, Dakar, Sénégal"
Chiots Bichons,150.0,https://images.coinafrique.com/4330247_uploaded_image2_1691686832.jpeg,"Dieuppeul-Derklé, Dakar, Sénégal"
Chiot  Caniche,171998628018409.84,https://images.coinafrique.com/4330813_uploaded_image1_1691723836.jpg,"Mermoz-Sacré Coeur, Dakar, Sénégal"
Chiot Pitbull,171998628018409.84,https://images.coinafrique.com/4332159_uploaded_image1_1691820363.jpg,"Sicap Liberté, Dakar, Sénégal"
Chien  Berger,171998628018409.84,https://images.coinafrique.com/4344463_uploaded_image2_1692634225.jpeg,"Almadies, Dakar, Sénégal"
Chiots,250000.0,https://images.coinafrique.com/4344699_uploaded_image1_1692644593.jpg,"Dakar, Sénégal"
Chiot Malinois,225000.0,https://images.coinafrique.com/4347159_uploaded_image2_1692798816.jpeg,"Rufisque, Sénégal"
Chiots Berger Malinois,140000.0,https://images.coinafrique.com/4347191_uploaded_image2_1692800037.jpeg,"Almadies, Dakar, Sénégal"
Chiots Bichons,150000.0,https://images.coinafrique.com/4349193_uploaded_image1_1692908102.jpg,"Dieuppeul-Derklé, Dakar, Sénégal"
Chiot Berger allemand,171998628018409.84,https://images.coinafrique.com/4351042_uploaded_image1_1693047159.jpg,"Mbour, Sénégal"
Vente chiot pittbull  femelle,171998628018409.84,https://images.coinafrique.com/4351149_uploaded_image1_1693052882.jpg,"Sicap Liberté, Dakar, Sénégal"
Chiot Bichon,160000.0,https://images.coinafrique.com/4359376_uploaded_image1_1693588268.jpg,"Dieuppeul-Derklé, Dakar, Sénégal"
Chiot Labrador,600000.0,https://images.coinafrique.com/4362528_uploaded_image1_1693831725.jpg,"Dakar Plateau, Dakar, Sénégal"
Chiot Berger Allemand,300000.0,https://images.coinafrique.com/4364394_uploaded_image1_1693936965.jpg,"Keur Massar, Sénégal"
Chiots Berger Allemand,150000.0,https://images.coinafrique.com/4372068_uploaded_image1_1694433846.jpg,"Grand Yoff, Dakar, Sénégal"
Chiots  Berger Malinois,170000.0,https://images.coinafrique.com/4375184_uploaded_image1_1694613400.jpg,"Ngor, Dakar, Sénégal"
Chiot Bichon,180000.0,https://images.coinafrique.com/4380821_uploaded_image1_1694998874.jpg,"Sicap Liberté, Dakar, Sénégal"
Chiots Husky,400000.0,https://images.coinafrique.com/4390232_uploaded_image1_1695643427.jpg,"Mariste, Dakar, Sénégal"
Chiot Bichon femelle,160000.0,https://images.coinafrique.com/4391785_uploaded_image1_1695736409.jpg,"Dieuppeul-Derklé, Dakar, Sénégal"
Chiot Bichon Maltais,180000.0,https://images.coinafrique.com/4396239_uploaded_image1_1696044813.jpg,"Sicap Liberté, Dakar, Sénégal"
Chiot Berger allemand,300000.0,https://images.coinafrique.com/4396584_uploaded_image1_1696077607.jpg,"Thies, Sénégal"
Chiot Boerboel,400000.0,https://images.coinafrique.com/4397438_uploaded_image1_1696155746.jpg,"Sicap foire, Dakar, Sénégal"
Chiot Cane Corso,200000.0,https://images.coinafrique.com/thumb_4397456_uploaded_image1_1696156624.jpg,"Sicap foire, Dakar, Sénégal"
Chiot Pitbull,150000.0,https://images.coinafrique.com/4397460_uploaded_image1_1696156833.jpg,"Sicap foire, Dakar, Sénégal"
Chien Malinois,130000.0,https://images.coinafrique.com/4399201_uploaded_image2_1696256233.jpeg,"Mamelles, Dakar, Sénégal"
Chiot Caniche,120000.0,https://images.coinafrique.com/4404913_uploaded_image1_1696555140.jpg,"Grand Yoff, Dakar, Sénégal"
Chiots Bichon Maltais,150000.0,https://images.coinafrique.com/4405536_uploaded_image1_1696594762.jpg,"Dakar, Sénégal"
Chiot Bichon,180000.0,https://images.coinafrique.com/thumb_4405915_uploaded_image1_1696611971.jpg,"Grand Yoff, Dakar, Sénégal"
Chiot Presa Canario,171998628018409.84,https://images.coinafrique.com/4407651_uploaded_image1_1696729959.jpg,"Pikine, Sénégal"
Chiot,171998628018409.84,https://images.coinafrique.com/4408048_uploaded_image1_1696769142.jpg,"Ngor, Dakar, Sénégal"
Chien,300000.0,https://images.coinafrique.com/thumb_4413890_uploaded_image1_1697111604.jpg,"Dakar, Sénégal"
Chien Berger Allemand,300000.0,https://images.coinafrique.com/thumb_4413893_uploaded_image1_1697111712.jpg,"Dakar, Sénégal"
Chien Berger Allemand,200000.0,https://images.coinafrique.com/4413898_uploaded_image1_1697111822.jpg,"Dakar, Sénégal"
Chiot Presa Canario,171998628018409.84,https://images.coinafrique.com/4421861_uploaded_image2_1697640776.jpeg,"Thies, Sénégal"
Femelles Bichon Maltais,170000.0,https://images.coinafrique.com/4436255_uploaded_image1_1698705740.jpg,"Sicap Liberté, Dakar, Sénégal"
Chiot Caniche,150000.0,https://images.coinafrique.com/4456414_uploaded_image1_1699894532.jpg,"Fass, Dakar, Sénégal"
Chiot Malinois,250000.0,https://images.coinafrique.com/4463659_uploaded_image1_1700349992.jpg,"Dakar, Sénégal"
Chiot Bichon,175000.0,https://images.coinafrique.com/4463994_uploaded_image1_1700397411.jpg,"Dieuppeul-Derklé, Dakar, Sénégal"
Chien Kangal,171998628018409.84,https://images.coinafrique.com/thumb_4473735_uploaded_image1_1701045157.jpg,"Saly, Sénégal"
Chiot Rottweiler,350000.0,https://images.coinafrique.com/4482373_uploaded_image2_1701548573.jpeg,"Dakar, Sénégal"
Chiot Malinois,275.0,https://images.coinafrique.com/4482375_uploaded_image2_1701548724.jpeg,"Dakar, Sénégal"
Chiots Bichon Maltais,150000.0,https://images.coinafrique.com/4491233_uploaded_image1_1702048768.jpg,"Lac rose, Sénégal"
Bichon Maltais,150000.0,https://images.coinafrique.com/4497133_uploaded_image1_1702422179.jpg,"Sicap Liberté, Dakar, Sénégal"
Bichon Maltais,120000.0,https://images.coinafrique.com/4497142_uploaded_image1_1702422599.jpg,"Sicap Liberté, Dakar, Sénégal"
Chiot Caniche,171998628018409.84,https://images.coinafrique.com/4499987_uploaded_image3_1702579369.jpeg,"Mbour, Sénégal"
Chiot Boerbool,550000.0,https://images.coinafrique.com/4513571_uploaded_image1_1703524590.jpg,"Thies, Sénégal"
Chiens  Malinois charbonnés,700000.0,https://images.coinafrique.com/4513573_uploaded_image2_1703524791.jpeg,"Thies, Sénégal"
Chiotte Berger Allemand,230000.0,https://images.coinafrique.com/4513582_uploaded_image1_1703525135.jpg,"Thies, Sénégal"
Chiot Berger Allemand,700000.0,https://images.coinafrique.com/4513587_uploaded_image1_1703525523.jpg,"Thies, Sénégal"
Chiots Bergers Allemands,125000.0,https://images.coinafrique.com/4530727_uploaded_image2_1704546741.jpeg,"Saly, Sénégal"
Chiot Berger allemand,150000.0,https://images.coinafrique.com/4532063_uploaded_image1_1704626532.jpg,"Dakar, Sénégal"
Chiot Berger Allemand,150000.0,https://images.coinafrique.com/4532817_uploaded_image1_1704659367.jpg,"Thies, Sénégal"
Chiot Berger Malinois,250000.0,https://images.coinafrique.com/4532826_uploaded_image1_1704659683.jpg,"Thies, Sénégal"
Chiot Rott,300000.0,https://images.coinafrique.com/4532830_uploaded_image2_1704659788.jpeg,"Thies, Sénégal"
Chiot Bichon,120000.0,https://images.coinafrique.com/4536513_uploaded_image2_1704827934.jpeg,"Sicap Liberté, Dakar, Sénégal"
Rottweiler femelle 2 mois,275000.0,https://images.coinafrique.com/4543266_uploaded_image2_1705144667.jpeg,"Dakar, Sénégal"
Chiot femelle Malinois et Red Nose,250000.0,https://images.coinafrique.com/4548513_uploaded_image1_1705430390.jpg,"Dakar, Sénégal"
Chiot Malinois,350000.0,https://images.coinafrique.com/4549443_uploaded_image1_1705486947.jpg,"Dakar, Sénégal"
Chiots mâle,195000.0,https://images.coinafrique.com/4556192_uploaded_image1_1705853341.jpg,"Point E, Dakar, Sénégal"
