nom,prix,image,adresse
Chiot Boerboel,450000.0,https://images.coinafrique.com/3057395_uploaded_image2_1618335212.jpeg,"Mermoz-Sacré Coeur, Dakar, Sénégal"
Chiot Bichon,250000.0,https://images.coinafrique.com/3062078_uploaded_image2_1618525013.jpeg,"Dakar, Sénégal"
Chiot berger allemand mâle,150000.0,https://images.coinafrique.com/3064744_uploaded_image2_1618661657.jpeg,"Hann Bel-Air, Dakar, Sénégal"
Chiot Bichon,200000.0,https://images.coinafrique.com/thumb_3076436_uploaded_image1_1619191470.jpg,"Mbao, Dakar, Sénégal"
Chiots Bichon Maltais,350000.0,https://images.coinafrique.com/3079960_uploaded_image1_1619390476.jpg,"Sicap Liberté, Dakar, Sénégal"
Chiot Pitbull,130000.0,https://images.coinafrique.com/3083215_uploaded_image1_1619540472.jpg,"Dakar, Sénégal"
Chiots Pitbull,150.0,https://images.coinafrique.com/3085151_uploaded_image1_1619629177.jpg,"Bargny, Sénégal"
Chiots Pékinois,171998628018409.84,https://images.coinafrique.com/3086369_uploaded_image1_1619699793.jpg,"Fann, Dakar, Sénégal"
Chiot berger allemand,250000.0,https://images.coinafrique.com/3092060_uploaded_image2_1619960652.jpeg,"Ouest Foire, Dakar, Sénégal"
Chiots labradors,450000.0,https://images.coinafrique.com/3098631_uploaded_image1_1620217195.jpg,"Guediawaye, Dakar, Sénégal"
Chien Pitbull,300000.0,https://images.coinafrique.com/3098650_uploaded_image1_1620217591.jpg,"Guediawaye, Dakar, Sénégal"
Chiots Berger Malinois mâle - femelle,200000.0,https://images.coinafrique.com/3106040_uploaded_image2_1620542168.jpeg,"Thies, Sénégal"
Chien mâle berger allemand,150000.0,https://images.coinafrique.com/3106042_uploaded_image2_1620542269.jpeg,"Thies, Sénégal"
Chiot berger malinois,100000.0,https://images.coinafrique.com/3109622_uploaded_image1_1620694648.jpg,"Rufisque, Sénégal"
Chiens Berger Allemand,100000.0,https://images.coinafrique.com/3121248_uploaded_image1_1621346709.jpg,"Thies, Sénégal"
Chiot Malinois,400000.0,https://images.coinafrique.com/3127168_uploaded_image1_1621619155.jpg,"Mermoz-Sacré Coeur, Dakar, Sénégal"
Chiots tigrés,150000.0,https://images.coinafrique.com/3130909_uploaded_image1_1621857767.jpg,"Pikine, Sénégal"
Pitbul,120000.0,https://images.coinafrique.com/3137013_uploaded_image1_1622138411.jpg,"Bargny, Sénégal"
Bichons maltais,300000.0,https://images.coinafrique.com/thumb_3143508_uploaded_image1_1622507623.jpg,"Dakar, Sénégal"
Mâle berger allemand,171998628018409.84,https://images.coinafrique.com/3154709_uploaded_image3_1622895481.jpeg,"Thies, Sénégal"
Mâle berger allemand,171998628018409.84,https://images.coinafrique.com/3154731_uploaded_image2_1622896117.jpeg,"Thies, Sénégal"
Chiots bichon malté,180000.0,https://images.coinafrique.com/3154816_uploaded_image1_1622898660.jpg,"Mermoz-Sacré Coeur, Dakar, Sénégal"
Chiots bergers allemands,171998628018409.84,https://images.coinafrique.com/3156059_uploaded_image1_1622974281.jpg,"Thies, Sénégal"
Chiot Labrador,300000.0,https://images.coinafrique.com/3157315_uploaded_image1_1623033828.jpg,"Hann Bel-Air, Dakar, Sénégal"
Caniches Bichons maltais - 5 mois,125000.0,https://images.coinafrique.com/3159435_uploaded_image1_1623109995.jpg,"Ouakam, Dakar, Sénégal"
Chiot Berger Allemand,165000.0,https://images.coinafrique.com/3163567_uploaded_image1_1623273113.jpg,"Keur Massar, Sénégal"
Chiot Malinois,171998628018409.84,https://images.coinafrique.com/3166487_uploaded_image1_1623411352.jpg,"Sicap Liberté, Dakar, Sénégal"
Chiot berger allemand,175000.0,https://images.coinafrique.com/3169152_uploaded_image1_1623530409.jpg,"Guediawaye, Dakar, Sénégal"
Chien,171998628018409.84,https://images.coinafrique.com/3173633_uploaded_image3_1623766306.jpeg,"Pikine, Sénégal"
Chiots Berger Allemand,171998628018409.84,https://images.coinafrique.com/3173764_uploaded_image2_1623769361.jpeg,"Guédiawaye, Dakar, Sénégal"
Chiots berger allemand,171998628018409.84,https://images.coinafrique.com/3174177_uploaded_image1_1623781504.jpg,"Thies, Sénégal"
Chien berger belge malinois,171998628018409.84,https://images.coinafrique.com/3174182_uploaded_image1_1623781709.jpg,"Thies, Sénégal"
Chiots pittbull male,171998628018409.84,https://images.coinafrique.com/3182211_uploaded_image2_1624190461.jpeg,"Sicap Liberté, Dakar, Sénégal"
Chiot Pitbull,171998628018409.84,https://images.coinafrique.com/3183820_uploaded_image1_1624279100.jpg,"Sicap Liberté, Dakar, Sénégal"
Chiot pittbull,171998628018409.84,https://images.coinafrique.com/3185241_uploaded_image2_1624350700.jpeg,"Sicap Liberté, Dakar, Sénégal"
Chiot Doberman,450000.0,https://images.coinafrique.com/thumb_3189286_uploaded_image1_1624530960.jpg,"Parcelle Assainies, Dakar, Sénégal"
Chien Canne Corso italien,300000.0,https://images.coinafrique.com/3190440_uploaded_image1_1624569942.jpg,"Mbao, Dakar, Sénégal"
Chiots,171998628018409.84,https://images.coinafrique.com/3191873_uploaded_image2_1624648157.jpeg,"Hann Bel-Air, Dakar, Sénégal"
Chiots,171998628018409.84,https://images.coinafrique.com/3193468_uploaded_image3_1624738582.jpeg,"Hann Bel-Air, Dakar, Sénégal"
Chiot berger allemand,150000.0,https://images.coinafrique.com/3193543_uploaded_image1_1624742985.jpg,"Dakar, Sénégal"
Chiots Rotweiller,171998628018409.84,https://images.coinafrique.com/3199510_uploaded_image2_1625076078.jpeg,"Thies, Sénégal"
Caniche bichon,200000.0,https://images.coinafrique.com/3202334_uploaded_image1_1625164146.jpg,"Ouest Foire, Dakar, Sénégal"
Chiot Boerboel,450000.0,https://images.coinafrique.com/3212861_uploaded_image1_1625581413.jpg,"Thies, Sénégal"
Chiot berger,250.0,https://images.coinafrique.com/3214802_uploaded_image1_1625661526.jpg,"Sicap Liberté, Dakar, Sénégal"
Chiot Pitbull,171998628018409.84,https://images.coinafrique.com/3226832_uploaded_image1_1626205026.jpg,"Sicap Liberté, Dakar, Sénégal"
Chiot métisse pitbull - malinois,170000.0,https://images.coinafrique.com/3236932_uploaded_image1_1626721106.jpg,"Parcelle Assainies, Dakar, Sénégal"
Chiot Alaskan Malamut,550000.0,https://images.coinafrique.com/3241666_uploaded_image1_1627044118.jpg,"Dakar, Sénégal"
Chiot Labrador,10000.0,https://images.coinafrique.com/3241804_uploaded_image2_1627049158.jpeg,"Parcelle Assainies, Dakar, Sénégal"
Chiots malinois,150000.0,https://images.coinafrique.com/3241866_uploaded_image2_1627052478.jpeg,"Mbao, Dakar, Sénégal"
Chiot,50000.0,https://images.coinafrique.com/3244351_uploaded_image1_1627227850.jpg,"Dakar, Sénégal"
Chiot Labrador,171998628018409.84,https://images.coinafrique.com/3247804_uploaded_image1_1627412495.jpg,"Sicap Liberté, Dakar, Sénégal"
Chiot Labrador,171998628018409.84,https://images.coinafrique.com/3252408_uploaded_image1_1627658009.jpg,"Sicap Liberté, Dakar, Sénégal"
Chiot Labrador,171998628018409.84,https://images.coinafrique.com/3267297_uploaded_image1_1628319181.jpg,"Sicap Liberté, Dakar, Sénégal"
Chien berger allemand,130000.0,https://images.coinafrique.com/3270823_uploaded_image1_1628508317.jpg,"Yoff, Dakar, Sénégal"
Berger allemand,250000.0,https://images.coinafrique.com/3275523_uploaded_image2_1628713421.jpeg,"Dakar, Sénégal"
Chiots berger allemand malinois,100000.0,https://images.coinafrique.com/3277097_uploaded_image1_1628797153.jpg,"Keur Massar, Sénégal"
Chiots Akita,450000.0,https://images.coinafrique.com/3281423_uploaded_image1_1629044957.jpg,"Point E, Dakar, Sénégal"
Chiots bichon,155000.0,https://images.coinafrique.com/3285176_uploaded_image1_1629224463.jpg,"Sicap Liberté, Dakar, Sénégal"
Chien,200000.0,https://images.coinafrique.com/3287244_uploaded_image1_1629321508.jpg,"Dakar, Sénégal"
Chiots Berger Allemand,135000.0,https://images.coinafrique.com/3289564_uploaded_image2_1629449928.jpeg,"Mbour, Sénégal"
Chiot Berger Allemand,100000.0,https://images.coinafrique.com/3291944_uploaded_image1_1629570459.jpg,"Keur Massar, Sénégal"
Chiots Boerboels,450000.0,https://images.coinafrique.com/thumb_3301357_uploaded_image1_1630079806.jpg,"Thies, Sénégal"
Chiots croisés husky golde,171998628018409.84,https://images.coinafrique.com/3303734_uploaded_image2_1630254580.jpeg,"Thies, Sénégal"
Chiot bichon maltais,165000.0,https://images.coinafrique.com/3303737_uploaded_image2_1630255149.jpeg,"Sicap Liberté, Dakar, Sénégal"
Bichon maltais,171998628018409.84,https://images.coinafrique.com/thumb_3304212_uploaded_image1_1630290090.jpg,"Almadies, Dakar, Sénégal"
Chiots,171998628018409.84,https://images.coinafrique.com/3309512_uploaded_image2_1630509383.jpeg,"Thies, Sénégal"
Chiots,40000.0,https://images.coinafrique.com/3314578_uploaded_image1_1630685159.jpg,"Dakar, Sénégal"
Chiots,40000.0,https://images.coinafrique.com/3317614_uploaded_image2_1630845732.jpeg,"Dakar, Sénégal"
Chiots malinois,250000.0,https://images.coinafrique.com/3328493_uploaded_image1_1631307007.jpg,"Fass, Dakar, Sénégal"
Chiots berger allemand,160000.0,https://images.coinafrique.com/3328494_uploaded_image1_1631307064.jpg,"Fass, Dakar, Sénégal"
Chiots cane corso,400000.0,https://images.coinafrique.com/3328496_uploaded_image1_1631307137.jpg,"Fass, Dakar, Sénégal"
Chien Pembroke Welch Corgi,171998628018409.84,https://images.coinafrique.com/3338430_uploaded_image1_1631815367.jpg,"Dakar, Sénégal"
Chien berger allemand,109000.0,https://images.coinafrique.com/3338576_uploaded_image1_1631822671.jpg,"Dakar, Sénégal"
Chiots berger allemand  husky,120000.0,https://images.coinafrique.com/3344836_uploaded_image1_1632174475.jpg,"Fass, Dakar, Sénégal"
Chiot,150000.0,https://images.coinafrique.com/3347884_uploaded_image2_1632317614.jpeg,"Parcelle Assainies, Dakar, Sénégal"
Chiots berger allemand,100000.0,https://images.coinafrique.com/3348655_uploaded_image1_1632345423.jpg,"Hann Bel-Air, Dakar, Sénégal"
Chiot Bichon maltais,300000.0,https://images.coinafrique.com/3358891_uploaded_image1_1632962876.jpg,"Sicap Liberté, Dakar, Sénégal"
Chiots boerboels,450000.0,https://images.coinafrique.com/3366238_uploaded_image2_1633294010.jpeg,"Thies, Sénégal"
Chien berger belge malinois,300000.0,https://images.coinafrique.com/3366373_uploaded_image2_1633299895.jpeg,"Rufisque, Sénégal"
Chiot pitbull,300000.0,https://images.coinafrique.com/3367797_uploaded_image2_1633361188.jpeg,"Rufisque, Sénégal"
Pitbull pur-sang,150000.0,https://images.coinafrique.com/3368452_uploaded_image1_1633396286.jpg,"Dakar, Sénégal"
Chiot berger allemand,150000.0,https://images.coinafrique.com/3368938_uploaded_image2_1633428420.jpeg,"Keur Massar, Sénégal"
Femelle berger,220.0,https://images.coinafrique.com/3376533_uploaded_image2_1633740684.jpeg,"Dakar, Sénégal"
Chiots berger allemand,175.0,https://images.coinafrique.com/3378644_uploaded_image1_1633871570.jpg,"Parcelle Assainies, Dakar, Sénégal"
Chiots berger allemand,175.0,https://images.coinafrique.com/3378709_uploaded_image1_1633875698.jpg,"Parcelle Assainies, Dakar, Sénégal"
Chiot labrador,115000.0,https://images.coinafrique.com/3384914_uploaded_image2_1634172105.jpeg,"Point E, Dakar, Sénégal"
Chiot berger allemand pur-sang,150000.0,https://images.coinafrique.com/3386631_uploaded_image2_1634256263.jpeg,"Dakar, Sénégal"
Chiot Shiba,12000000.0,https://images.coinafrique.com/3391753_uploaded_image2_1634566270.jpeg,"Dakar, Sénégal"
Chiot Labrador,600000.0,https://images.coinafrique.com/3391757_uploaded_image1_1634566356.jpg,"Dakar, Sénégal"
Chiot Cockers,300000.0,https://images.coinafrique.com/3392834_uploaded_image3_1634634801.jpeg,"Guediawaye, Dakar, Sénégal"
Chiots bergers allemands,175000.0,https://images.coinafrique.com/3401220_uploaded_image1_1635079428.jpg,"Keur Massar, Sénégal"
Chiot Cairn Terrier,75000.0,https://images.coinafrique.com/thumb_3403879_uploaded_image1_1635228058.jpg,"Mamelles, Dakar, Sénégal"
Chiot bichon,170000.0,https://images.coinafrique.com/3410404_uploaded_image1_1635541129.jpg,"Mermoz-Sacré Coeur, Dakar, Sénégal"
Chien bichon maltais mâle,200000.0,https://images.coinafrique.com/3412462_uploaded_image2_1635705770.jpeg,"Almadies, Dakar, Sénégal"
Chiots,171998628018409.84,https://images.coinafrique.com/thumb_3423235_uploaded_image1_1636132429.jpg,"Yoff, Dakar, Sénégal"
Chiot,100.0,https://images.coinafrique.com/3424026_uploaded_image3_1636184109.jpeg,"Yoff, Dakar, Sénégal"
Chien pitbull mâle,170000.0,https://images.coinafrique.com/3426533_uploaded_image1_1636325507.jpg,"Dakar, Sénégal"
Chiot bichon maltais,171998628018409.84,https://images.coinafrique.com/thumb_3428785_uploaded_image1_1636449218.jpg,"Mbao, Dakar, Sénégal"
Chiot pitbull,250000.0,https://images.coinafrique.com/3442911_uploaded_image1_1637185024.jpg,"Hann Bel-Air, Dakar, Sénégal"
Chien Husky Siberien,350000.0,https://images.coinafrique.com/3443479_uploaded_image1_1637231877.jpg,"Dakar Plateau, Dakar, Sénégal"
Chien Husky Siberien,350000.0,https://images.coinafrique.com/3443483_uploaded_image1_1637231939.jpg,"Dakar Plateau, Dakar, Sénégal"
Chiot labrador,350000.0,https://images.coinafrique.com/3449348_uploaded_image1_1637584231.jpg,"Guediawaye, Dakar, Sénégal"
Chiot Berger Allemand,130000.0,https://images.coinafrique.com/3450883_uploaded_image3_1637673227.jpeg,"Thies, Sénégal"
Chiot loup métissé,120000.0,https://images.coinafrique.com/3459451_uploaded_image1_1638229979.jpg,"Keur Massar, Sénégal"
Chiot berger allemand,165000.0,https://images.coinafrique.com/3460832_uploaded_image1_1638313935.jpg,"Cambérène, Dakar, Sénégal"
Chien Pittbull,350000.0,https://images.coinafrique.com/thumb_3474335_uploaded_image1_1638955282.jpg,"Dakar Plateau, Dakar, Sénégal"
Chien Husky,400000.0,https://images.coinafrique.com/3474340_uploaded_image1_1638955416.jpg,"Dakar Plateau, Dakar, Sénégal"
Chiot bichons maltais,171998628018409.84,https://images.coinafrique.com/3480182_uploaded_image1_1639256565.jpg,"Mbao, Dakar, Sénégal"
Chien,350000.0,https://images.coinafrique.com/3480830_uploaded_image1_1639319506.jpg,"Sicap Liberté, Dakar, Sénégal"
Chiots Carlin,171998628018409.84,https://images.coinafrique.com/3482498_uploaded_image2_1639423745.jpeg,"Fann-Point E-Amitié, Dakar, Sénégal"
Chiot Caniche,250000.0,https://images.coinafrique.com/3486056_uploaded_image1_1639612838.jpg,"Grand Yoff, Dakar, Sénégal"
Chiots labrador mâle,260000.0,https://images.coinafrique.com/3489190_uploaded_image1_1639823479.jpg,"Guediawaye, Dakar, Sénégal"
Chiots Bichons maltais,171998628018409.84,https://images.coinafrique.com/3489697_uploaded_image2_1639845388.jpeg,"Mbao, Dakar, Sénégal"
Chiots Doberman,171998628018409.84,https://images.coinafrique.com/thumb_3495193_uploaded_image1_1640255635.jpg,"Fann-Point E-Amitié, Dakar, Sénégal"
Chiots Pékinois,171998628018409.84,https://images.coinafrique.com/3498824_uploaded_image1_1640602505.jpg,"Fann-Point E-Amitié, Dakar, Sénégal"
Chiot bichon maltais,171998628018409.84,https://images.coinafrique.com/3499830_uploaded_image1_1640680877.jpg,"Mbao, Dakar, Sénégal"
Chien Pitbull,130000.0,https://images.coinafrique.com/3507395_uploaded_image1_1641253462.jpg,"Dakar, Sénégal"
Chiot Rottweiler,200000.0,https://images.coinafrique.com/3508376_uploaded_image1_1641305550.jpg,"Keur Massar, Sénégal"
Chiots,150000.0,https://images.coinafrique.com/3508870_uploaded_image3_1641321686.jpeg,"Mbour, Sénégal"
Chiots caniches,200000.0,https://images.coinafrique.com/3509769_uploaded_image2_1641378261.jpeg,"Dakar, Sénégal"
Chien,171998628018409.84,https://images.coinafrique.com/3512030_uploaded_image1_1641478168.jpg,"Rufisque, Sénégal"
Husky blanc sibérie,600000.0,https://images.coinafrique.com/3515349_uploaded_image2_1641650640.jpeg,"Dakar Plateau, Dakar, Sénégal"
Chiots Bichons Maltais,171998628018409.84,https://images.coinafrique.com/3518812_uploaded_image2_1641875928.jpeg,"Mbao, Dakar, Sénégal"
Pitbull,150000.0,https://images.coinafrique.com/3523897_uploaded_image2_1642127455.jpeg,"Guediawaye, Dakar, Sénégal"
Chiots Samoyede,171998628018409.84,https://images.coinafrique.com/3523984_uploaded_image1_1642144226.jpg,"Fann-Point E-Amitié, Dakar, Sénégal"
Chien malinois,200000.0,https://images.coinafrique.com/3526946_uploaded_image1_1642346487.jpg,"Sicap Liberté, Dakar, Sénégal"
Chiot Bulldog Français,171998628018409.84,https://images.coinafrique.com/thumb_3526979_uploaded_image1_1642348631.jpg,"Point E, Dakar, Sénégal"
Chiots malinois,171998628018409.84,https://images.coinafrique.com/3528607_uploaded_image1_1642449665.jpg,"Rufisque, Sénégal"
Chien Pitbull mâle,110000.0,https://images.coinafrique.com/3532010_uploaded_image1_1642671792.jpg,"Dakar, Sénégal"
Dalmatien,500000.0,https://images.coinafrique.com/thumb_3535198_uploaded_image2_1642854976.jpeg,"Cambérène, Dakar, Sénégal"
Chiot Amstaff,150000.0,https://images.coinafrique.com/3538182_uploaded_image2_1643104371.jpeg,"Mamelles, Dakar, Sénégal"
Chien Dogue Allemand croisé Berger,150000.0,https://images.coinafrique.com/3538695_uploaded_image1_1643123090.jpg,"Dakar Plateau, Dakar, Sénégal"
Chiot Caniche,200000.0,https://images.coinafrique.com/3539780_uploaded_image2_1643199204.jpeg,"Guediawaye, Dakar, Sénégal"
Chiots berger allemand,171998628018409.84,https://images.coinafrique.com/3542781_uploaded_image2_1643376342.jpeg,"Mbao, Dakar, Sénégal"
Chien,171998628018409.84,https://images.coinafrique.com/3554069_uploaded_image1_1643979741.jpg,"Saint Louis, Sénégal"
Femelle pitt,130000.0,https://images.coinafrique.com/3555055_uploaded_image1_1644018829.jpg,"Saint Louis, Sénégal"
Chien Rottweiler,200000.0,https://images.coinafrique.com/3559497_uploaded_image1_1644342610.jpg,"Dakar Plateau, Dakar, Sénégal"
Chiots malinois,150000.0,https://images.coinafrique.com/3560042_uploaded_image1_1644375431.jpg,"Almadies, Dakar, Sénégal"
Caniches,200000.0,https://images.coinafrique.com/3564716_uploaded_image1_1644653719.jpg,"Yoff, Dakar, Sénégal"
Chien Husky Berger,200000.0,https://images.coinafrique.com/3567601_uploaded_image1_1644861792.jpg,"Mermoz-Sacré Coeur, Dakar, Sénégal"
Caniche,200000.0,https://images.coinafrique.com/3576029_uploaded_image1_1645405787.jpg,"Mermoz-Sacré Coeur, Dakar, Sénégal"
Berger allemand,400000.0,https://images.coinafrique.com/3580502_uploaded_image3_1645666033.jpeg,"Keur Massar, Sénégal"
Chiots Berger Malinois,171998628018409.84,https://images.coinafrique.com/3586169_uploaded_image2_1646072312.jpeg,"Rufisque, Sénégal"
Berger allemand femelle,80000.0,https://images.coinafrique.com/3588708_uploaded_image1_1646171264.jpg,"Dakar, Sénégal"
Chiots croisés,150000.0,https://images.coinafrique.com/3590682_uploaded_image1_1646255754.jpg,"Sicap Liberté, Dakar, Sénégal"
Chiot mâle Pitbull,120000.0,https://images.coinafrique.com/3596319_uploaded_image1_1646581647.jpg,"Saint Louis, Sénégal"
Chiot Berger Allemand,135000.0,https://images.coinafrique.com/3603083_uploaded_image1_1646936881.jpg,"Fass, Dakar, Sénégal"
Chiot Husky,600000.0,https://images.coinafrique.com/3603086_uploaded_image1_1646937069.jpg,"Fass, Dakar, Sénégal"
Chiots bergers allemands,170000.0,https://images.coinafrique.com/3605422_uploaded_image1_1647084802.jpg,"Keur Massar, Sénégal"
Chien Bichon Maltais,250000.0,https://images.coinafrique.com/3605748_uploaded_image2_1647097503.jpeg,"Ouest Foire, Dakar, Sénégal"
Chien,150000.0,https://images.coinafrique.com/3606222_uploaded_image2_1647128155.jpeg,"Ouest Foire, Dakar, Sénégal"
Bichon Maltais,200000.0,https://images.coinafrique.com/3609624_uploaded_image2_1647349943.jpeg,"Hann Bel-Air, Dakar, Sénégal"
Chiot femelle,80000.0,https://images.coinafrique.com/3620121_uploaded_image1_1648033413.jpg,"Thies, Sénégal"
Chiot Berger,150000.0,https://images.coinafrique.com/3620132_uploaded_image2_1648033840.jpeg,"Thies, Sénégal"
Chiot dog allemand,650000.0,https://images.coinafrique.com/3627007_uploaded_image2_1648504684.jpeg,"Fass, Dakar, Sénégal"
Chiots cane corso,650000.0,https://images.coinafrique.com/3627009_uploaded_image2_1648504752.jpeg,"Fass, Dakar, Sénégal"
Berger Malinois,250000.0,https://images.coinafrique.com/3641088_uploaded_image1_1649246394.jpg,"Almadies, Dakar, Sénégal"
Chiots Bichon,400000.0,https://images.coinafrique.com/3643080_uploaded_image1_1649338162.jpg,"Saly, Sénégal"
Chiots Bichon,400000.0,https://images.coinafrique.com/3643086_uploaded_image2_1649338352.jpeg,"Saly, Sénégal"
Chien malinois belge,400000.0,https://images.coinafrique.com/3651393_uploaded_image1_1649830979.jpg,"Almadies, Dakar, Sénégal"
Chiots Berger Allemand,180000.0,https://images.coinafrique.com/3671351_uploaded_image2_1651056079.jpeg,"Mariste, Dakar, Sénégal"
Chiots Bergers Allemands,165000.0,https://images.coinafrique.com/3672231_uploaded_image1_1651098138.jpg,"Dakar, Sénégal"
Bichons,300000.0,https://images.coinafrique.com/3674870_uploaded_image1_1651276539.jpg,"Mermoz-Sacré Coeur, Dakar, Sénégal"
Chiots,350000.0,https://images.coinafrique.com/3674879_uploaded_image3_1651277234.jpeg,"Mermoz-Sacré Coeur, Dakar, Sénégal"
Chien Boerbull,350000.0,https://images.coinafrique.com/thumb_3675601_uploaded_image1_1651344929.jpg,"Rufisque, Sénégal"
Chiot Pittbull,171998628018409.84,https://images.coinafrique.com/3675795_uploaded_image1_1651360362.jpg,"Sicap Liberté, Dakar, Sénégal"
Chiots Berger Allemand,150000.0,https://images.coinafrique.com/3676669_uploaded_image1_1651421266.jpg,"Dakar, Sénégal"
Chiot Caniche bichon,300000.0,https://images.coinafrique.com/3680927_uploaded_image1_1651687101.jpg,"Gueule Tapée, Dakar, Sénégal"
Chiots Chowsky,600000.0,https://images.coinafrique.com/3685884_uploaded_image1_1651951280.jpg,"Dakar, Sénégal"
Chiots Labradors,65000.0,https://images.coinafrique.com/3696528_uploaded_image2_1652568035.jpeg,"Grand Dakar, Dakar, Sénégal"
Rottweiler royal  femelle,350000.0,https://images.coinafrique.com/3696751_uploaded_image1_1652605169.jpg,"Toubab Dialao, Sénégal"
Chiot bergers allemands,250000.0,https://images.coinafrique.com/3698110_uploaded_image3_1652703673.jpeg,"Thies, Sénégal"
Bichon malte,95000.0,https://images.coinafrique.com/3701821_uploaded_image1_1652903283.jpg,"Sicap Liberté, Dakar, Sénégal"
Chien Pitbull,500000.0,https://images.coinafrique.com/3702631_uploaded_image1_1652963572.jpg,"Pout, Sénégal"
Chiot malinois,171998628018409.84,https://images.coinafrique.com/3712064_uploaded_image2_1656803184.jpeg,"Mbour, Sénégal"
Chiot berger allemand,165000.0,https://images.coinafrique.com/3715300_uploaded_image1_1653736237.jpg,"Fass, Dakar, Sénégal"
Chien malinois,200000.0,https://images.coinafrique.com/3722963_uploaded_image2_1654171360.jpeg,"HLM, Dakar, Sénégal"
Chiot Spitz,171998628018409.84,https://images.coinafrique.com/3734409_uploaded_image1_1654778942.jpg,"Fann-Point E-Amitié, Dakar, Sénégal"
Chiots Bergers Allemands,150000.0,https://images.coinafrique.com/3737750_uploaded_image1_1654966380.jpg,"Fass, Dakar, Sénégal"
Bulldog français,171998628018409.84,https://images.coinafrique.com/3740584_uploaded_image1_1655145798.jpg,"Fann-Point E-Amitié, Dakar, Sénégal"
Yorkshire toy terrier,171998628018409.84,https://images.coinafrique.com/3740585_uploaded_image1_1655145883.jpg,"Fann-Point E-Amitié, Dakar, Sénégal"
Chiuawa toy,171998628018409.84,https://images.coinafrique.com/3740587_uploaded_image1_1655145956.jpg,"Fann-Point E-Amitié, Dakar, Sénégal"
Chiot Pittbull,171998628018409.84,https://images.coinafrique.com/3742171_uploaded_image1_1655224315.jpg,"Sicap Liberté, Dakar, Sénégal"
Chiots Pittbull,171998628018409.84,https://images.coinafrique.com/3742224_uploaded_image1_1655226051.jpg,"Sicap Liberté, Dakar, Sénégal"
Caniche Bichon,275000.0,https://images.coinafrique.com/3745475_uploaded_image1_1655394522.jpg,"Gueule Tapée, Dakar, Sénégal"
Chiot Labrador,350000.0,https://images.coinafrique.com/3756515_uploaded_image1_1656067446.jpg,"Guediawaye, Dakar, Sénégal"
Chiots Boerboel,171998628018409.84,https://images.coinafrique.com/3757511_uploaded_image2_1656113263.jpeg,"Dakar, Sénégal"
Husky de Sibérie,350000.0,https://images.coinafrique.com/3760923_uploaded_image1_1656352716.jpg,"Mboro, Sénégal"
Chiots métissés berger allemand,300000.0,https://images.coinafrique.com/3763206_uploaded_image1_1656503598.jpg,"Mbour, Sénégal"
Chiot,171998628018409.84,https://images.coinafrique.com/3764064_uploaded_image1_1656548750.jpg,"Dakar, Sénégal"
Chiot pitbull,125000.0,https://images.coinafrique.com/thumb_3765560_uploaded_image1_1656635723.jpg,"Mariste, Dakar, Sénégal"
Chiot bichon maltais,150000.0,https://images.coinafrique.com/thumb_3778149_uploaded_image1_1657302373.jpg,"Gueule Tapée, Dakar, Sénégal"
Pitbull,200000.0,https://images.coinafrique.com/3782217_uploaded_image2_1657654647.jpeg,"Mbao, Dakar, Sénégal"
Pit Bull,200000.0,https://images.coinafrique.com/3783830_uploaded_image2_1657753882.jpeg,"Mbao, Dakar, Sénégal"
Chiots bulldog français,700000.0,https://images.coinafrique.com/3788228_uploaded_image1_1658070642.jpg,"Mermoz-Sacré Coeur, Dakar, Sénégal"
Chiots,200000.0,https://images.coinafrique.com/3795668_uploaded_image1_1658518847.jpg,"Dakar, Sénégal"
Chiens,100000.0,https://images.coinafrique.com/3796612_uploaded_image1_1658586124.jpg,"Dakar, Sénégal"
Chiots métisses,100000.0,https://images.coinafrique.com/thumb_3796617_uploaded_image1_1658586347.jpg,"Dakar, Sénégal"
Chiot,100000.0,https://images.coinafrique.com/3798734_uploaded_image1_1658755588.jpg,"Dakar, Sénégal"
Chiot Samoyede,171998628018409.84,https://images.coinafrique.com/3799036_uploaded_image1_1658767159.jpg,"Fann-Point E-Amitié, Dakar, Sénégal"
Chienne Husky,171998628018409.84,https://images.coinafrique.com/3804084_uploaded_image1_1659043627.jpg,"Sicap Liberté, Dakar, Sénégal"
Pit bull terrier,100000.0,https://images.coinafrique.com/3807116_uploaded_image1_1659270891.jpg,"Mbao, Dakar, Sénégal"
Chiot Berger Allemand,200000.0,https://images.coinafrique.com/3807360_uploaded_image1_1659287153.jpg,"Ngaparou, Sénégal"
Chiot bichon,250000.0,https://images.coinafrique.com/3812064_uploaded_image1_1659491230.jpg,"Keur Massar, Sénégal"
Husky Sibérien,600000.0,https://images.coinafrique.com/3826391_uploaded_image1_1660255503.jpg,"Diamalaye 1, Dakar, Sénégal"
Chiot Husky,171998628018409.84,https://images.coinafrique.com/thumb_3828001_uploaded_image1_1660348421.jpg,"Sicap Liberté, Dakar, Sénégal"
Chiot pittbull mâle,171998628018409.84,https://images.coinafrique.com/3828012_uploaded_image1_1660349111.jpg,"Sicap Liberté, Dakar, Sénégal"
Chiots Bichons Maltais,360000.0,https://images.coinafrique.com/3830263_uploaded_image1_1660511399.jpg,"Keur Massar, Sénégal"
Chiots,150000.0,https://images.coinafrique.com/3832175_uploaded_image1_1660649302.jpg,"Point E, Dakar, Sénégal"
