web-scraper-order,web-scraper-start-url,selector_moutons,selector_moutons-href,nom,prix,adresse,image
"1737905082-1","https://sn.coinafrique.com/categorie/moutons?page=14","Bali bali","https://sn.coinafrique.com/annonce/moutons/bali-bali-1568450","Bali bali","300 000 CFA","Koumpentoum, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1568450_uploaded_image1_1580419421.87.png)"
"1737905104-2","https://sn.coinafrique.com/categorie/moutons?page=14","Ladoum","https://sn.coinafrique.com/annonce/moutons/ladoum-1569276","Ladoum","2 000 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1569276_uploaded_image1_1580439784.74.png)"
"1737905116-3","https://sn.coinafrique.com/categorie/moutons?page=14","Brebis","https://sn.coinafrique.com/annonce/moutons/brebis-1584173","Brebis","Prix sur demande","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1584173_uploaded_image2_1580715083.79.png)"
"1737905125-4","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-1594060","Mouton ladoum","700 000 CFA","Grand Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1594060_uploaded_image1_1580838107.76.png)"
"1737905137-5","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-1595649","Moutons","400 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1595649_uploaded_image1_1580860268.71.png)"
"1737905144-6","https://sn.coinafrique.com/categorie/moutons?page=14","Femelle ladoum","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-1599357","Femelle ladoum","700 000 CFA","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1599357_uploaded_image1_1580914588.98.png)"
"1737905152-7","https://sn.coinafrique.com/categorie/moutons?page=14","Femelle ladoum","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-1599587","Femelle ladoum","700 000 CFA","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1599587_uploaded_image1_1580916817.7.png)"
"1737905166-8","https://sn.coinafrique.com/categorie/moutons?page=14","Femelle Ladoum","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-1599640","Femelle Ladoum","700 000 CFA","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1599640_uploaded_image1_1580917148.36.png)"
"1737905174-9","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-1618881","Moutons","Prix sur demande","HLM, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1618881_uploaded_image1_1581221831.16.png)"
"1737905183-10","https://sn.coinafrique.com/categorie/moutons?page=14","Lots  de ladoum","https://sn.coinafrique.com/annonce/moutons/lots-de-ladoum-1634438","Lots  de ladoum","1 600 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1634438_uploaded_image1_1581445535.38.png)"
"1737905189-11","https://sn.coinafrique.com/categorie/moutons?page=14","Agnel Ladoum","https://sn.coinafrique.com/annonce/moutons/agnel-ladoum-1644447","Agnel Ladoum","350 000 CFA","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1644447_uploaded_image1_1581598949.87.png)"
"1737905198-12","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton Géniteur","https://sn.coinafrique.com/annonce/moutons/mouton-geniteur-1655632","Mouton Géniteur","Prix sur demande","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1655632_uploaded_image1_1581790027.94.png)"
"1737905205-13","https://sn.coinafrique.com/categorie/moutons?page=14","Femelle Baine Mélo","https://sn.coinafrique.com/annonce/moutons/femelle-baine-melo-1660551","Femelle Baine Mélo","Prix sur demande","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1660551_uploaded_image1_1581908728.72.png)"
"1737905214-14","https://sn.coinafrique.com/categorie/moutons?page=14","Métisse Azawat","https://sn.coinafrique.com/annonce/moutons/metisse-azawat-1689899","Métisse Azawat","180 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1689899_uploaded_image1_1582386569.78.png)"
"1737905220-15","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-1705512","Mouton","Prix sur demande","HLM, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1705512_uploaded_image1_1582672344.35.png)"
"1737905230-16","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-1710929","Mouton","Prix sur demande","Sénégal","background-image:url(https://images.coinafrique.com/thumb_1710929_uploaded_image1_1582758028.84.png)"
"1737905237-17","https://sn.coinafrique.com/categorie/moutons?page=14","Ladoum pur sang","https://sn.coinafrique.com/annonce/moutons/ladoum-pur-sang-1712699","Ladoum pur sang","850 000 CFA","Dakar-Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1712699_uploaded_image1_1582797667.2.png)"
"1737905245-18","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-1788990","Mouton","280 000 CFA","Ouakam, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1788990_uploaded_image1_1584108921.63.png)"
"1737905252-19","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-1802901","Mouton","120 000 CFA","Dakar-Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1802901_uploaded_image1_1584375644.03.png)"
"1737905261-20","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-1814464","Mouton","180 000 CFA","M'bour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1814464_uploaded_image1_1584555845.45.png)"
"1737905269-21","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-1817604","Mouton","350 CFA","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1817604_uploaded_image1_1584619772.78.png)"
"1737905277-22","https://sn.coinafrique.com/categorie/moutons?page=14","Ladoum","https://sn.coinafrique.com/annonce/moutons/ladoum-1823167","Ladoum","1 500 000 CFA","Ouakam, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1823167_uploaded_image1_1584704737.56.png)"
"1737905284-23","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-1823834","Mouton Ladoum","400 000 CFA","Dakar-Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1823834_uploaded_image1_1584711324.24.png)"
"1737905294-24","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-1830885","Mouton","95 000 CFA","Dakar-Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1830885_uploaded_image1_1584859590.65.png)"
"1737905301-25","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-1838123","Moutons","85 000 CFA","Dakar-Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1838123_uploaded_image1_1584988683.06.png)"
"1737905310-26","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-1843864","Mouton","1 500 000 CFA","Dakar-Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1843864_uploaded_image1_1585119964.75.png)"
"1737905317-27","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-1843866","Mouton","400 000 CFA","Dakar-Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1843866_uploaded_image1_1585119994.59.png)"
"1737905326-28","https://sn.coinafrique.com/categorie/moutons?page=14","Petit mouton","https://sn.coinafrique.com/annonce/moutons/petit-mouton-1843870","Petit mouton","450 000 CFA","Dakar-Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1843870_uploaded_image1_1585120034.1.png)"
"1737905332-29","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-1847816","Mouton","95 000 CFA","Dakar-Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1847816_uploaded_image1_1585163617.45.png)"
"1737905340-30","https://sn.coinafrique.com/categorie/moutons?page=14","Ladoum pur sang","https://sn.coinafrique.com/annonce/moutons/ladoum-pur-sang-1860713","Ladoum pur sang","Prix sur demande","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1860713_uploaded_image1_1585413193.66.png)"
"1737905348-31","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons Toulabire","https://sn.coinafrique.com/annonce/moutons/moutons-toulabire-1863893","Moutons Toulabire","150 000 CFA","Dakar-Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1863893_uploaded_image1_1585491707.63.png)"
"1737905357-32","https://sn.coinafrique.com/categorie/moutons?page=14","Ladoum jeune femelle","https://sn.coinafrique.com/annonce/moutons/ladoum-jeune-femelle-1869297","Ladoum jeune femelle","Prix sur demande","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1869297_uploaded_image1_1585585673.13.png)"
"1737905364-33","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-1904199","Mouton","170 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1904199_uploaded_image1_1586204493.61.png)"
"1737905373-34","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-1905916","Moutons","350 000 CFA","Thies, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1905916_uploaded_image1_1586247542.22.png)"
"1737905379-35","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-1909205","Mouton","300 000 CFA","Dakar-Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1909205_uploaded_image1_1586284053.48.png)"
"1737905387-36","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-1909212","Mouton","200 000 CFA","Dakar-Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1909212_uploaded_image1_1586284198.32.png)"
"1737905393-37","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-1910059","Mouton Ladoum","185 000 CFA","Dakar-Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1910059_uploaded_image1_1586295543.6.png)"
"1737905400-38","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-1913304","Mouton","250 000 CFA","Mbour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1913304_uploaded_image1_1586356949.67.png)"
"1737905410-39","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton jeune mâle","https://sn.coinafrique.com/annonce/moutons/mouton-jeune-male-1920256","Mouton jeune mâle","130 000 CFA","Dakar-Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1920256_uploaded_image1_1586464326.22.png)"
"1737905421-40","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-1920263","Mouton","110 000 CFA","Dakar-Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1920263_uploaded_image1_1586464422.3.png)"
"1737905428-41","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-1943022","Mouton","175 000 CFA","Dakar-Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1943022_uploaded_image1_1586858471.81.png)"
"1737905440-42","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-1943161","Mouton","270 000 CFA","Dakar-Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1943161_uploaded_image1_1586859462.94.png)"
"1737905448-43","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton de race","https://sn.coinafrique.com/annonce/moutons/mouton-de-race-1946184","Mouton de race","550 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1946184_uploaded_image1_1586895166.33.jpeg)"
"1737905457-44","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton de race","https://sn.coinafrique.com/annonce/moutons/mouton-de-race-1946194","Mouton de race","550 000 CFA","Thies Ouest, Thiès, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1946194_uploaded_image1_1586895245.33.jpeg)"
"1737905470-45","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-1957754","Mouton","300 000 CFA","Dakar-Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_1957754_uploaded_image1_1587061011.37.jpeg)"
"1737905485-46","https://sn.coinafrique.com/categorie/moutons?page=14","Ladoum","https://sn.coinafrique.com/annonce/moutons/ladoum-2007648","Ladoum","650 000 CFA","Fann, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2007648_uploaded_image1_1587829765.jpg)"
"1737905492-47","https://sn.coinafrique.com/categorie/moutons?page=14","Ladoum femelle - 6 mois","https://sn.coinafrique.com/annonce/moutons/ladoum-femelle-6-mois-2007673","Ladoum femelle - 6 mois","650 000 CFA","Fann, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2007673_uploaded_image1_1587830183.jpg)"
"1737905502-48","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2024020","Mouton","180 000 CFA","Fann, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2024020_uploaded_image1_1588098872.jpg)"
"1737905508-49","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons Ladoume","https://sn.coinafrique.com/annonce/moutons/moutons-ladoume-2035676","Moutons Ladoume","1 000 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2035676_uploaded_image1_1588268921.jpg)"
"1737905515-50","https://sn.coinafrique.com/categorie/moutons?page=14","Bélier","https://sn.coinafrique.com/annonce/moutons/belier-2050393","Bélier","Prix sur demande","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2050393_uploaded_image1_1588523858.jpg)"
"1737905523-51","https://sn.coinafrique.com/categorie/moutons?page=14","Brebis","https://sn.coinafrique.com/annonce/moutons/brebis-2050409","Brebis","Prix sur demande","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2050409_uploaded_image1_1588524139.jpg)"
"1737905535-52","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2066135","Mouton Ladoum","350 000 CFA","Fann, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2066135_uploaded_image1_1588763623.jpg)"
"1737905553-53","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2071824","Moutons","300 000 CFA","Thies, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2071824_uploaded_image1_1588845020.jpg)"
"1737905561-54","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2077870","Moutons","150 000 CFA","Thies, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2077870_uploaded_image1_1588926772.jpg)"
"1737905569-55","https://sn.coinafrique.com/categorie/moutons?page=14","Veau Mouton","https://sn.coinafrique.com/annonce/moutons/veau-mouton-2088123","Veau Mouton","Prix sur demande","Diourbel, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2088123_uploaded_image1_1589098394.jpg)"
"1737905575-56","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2092193","Mouton Ladoum","Prix sur demande","Sénégal","background-image:url(https://images.coinafrique.com/thumb_2092193_uploaded_image1_1589177321.58.jpeg)"
"1737905583-57","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2109253","Mouton Ladoum","250 000 CFA","Medina, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2109253_uploaded_image1_1589427454.jpg)"
"1737905594-58","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2140264","Mouton","400 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2140264_uploaded_image1_1589907508.41.jpeg)"
"1737905602-59","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2152851","Moutons","250 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2152851_uploaded_image1_1591636025.jpg)"
"1737905611-60","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2165687","Mouton","300 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2165687_uploaded_image1_1590328528.jpg)"
"1737905621-61","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2171655","Mouton","Prix sur demande","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2171655_uploaded_image1_1590435671.jpg)"
"1737905632-62","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2172461","Moutons","Prix sur demande","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2172461_uploaded_image1_1590449299.jpg)"
"1737905638-63","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton Ladoume","https://sn.coinafrique.com/annonce/moutons/mouton-ladoume-2182589","Mouton Ladoume","1 000 000 CFA","Grand Dakar, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2182589_uploaded_image1_1590600724.jpg)"
"1737905650-64","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2183588","Moutons","230 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2183588_uploaded_image1_1590615653.jpg)"
"1737905661-65","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton Tabaski","https://sn.coinafrique.com/annonce/moutons/mouton-tabaski-2189808","Mouton Tabaski","Prix sur demande","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2189808_uploaded_image1_1590706581.jpg)"
"1737905667-66","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2190362","Mouton Ladoum","Prix sur demande","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2190362_uploaded_image1_1590715493.jpg)"
"1737905676-67","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2198826","Mouton","80 000 CFA","Diamniadio, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2198826_uploaded_image1_1590838789.jpg)"
"1737905683-68","https://sn.coinafrique.com/categorie/moutons?page=14","Ladoum géniteur","https://sn.coinafrique.com/annonce/moutons/ladoum-geniteur-2203186","Ladoum géniteur","525 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2203186_uploaded_image1_1590926169.jpg)"
"1737905691-69","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2205551","Mouton","160 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2205551_uploaded_image1_1590960181.jpg)"
"1737905698-70","https://sn.coinafrique.com/categorie/moutons?page=14","Mâle azawad","https://sn.coinafrique.com/annonce/moutons/male-azawad-2208081","Mâle azawad","400 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2208081_uploaded_image1_1591009009.jpg)"
"1737905710-71","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2216401","Moutons","250 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2216401_uploaded_image1_1591120055.jpg)"
"1737905718-72","https://sn.coinafrique.com/categorie/moutons?page=14","Ladoum pur sang","https://sn.coinafrique.com/annonce/moutons/ladoum-pur-sang-2226053","Ladoum pur sang","350 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2226053_uploaded_image1_1591268416.jpg)"
"1737905732-73","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2228310","Mouton","135 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2228310_uploaded_image1_1591289178.jpg)"
"1737905741-74","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2230662","Mouton","300 000 CFA","Patte d'oie, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2230662_uploaded_image1_1591333372.jpg)"
"1737905749-75","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton femelle","https://sn.coinafrique.com/annonce/moutons/mouton-femelle-2233573","Mouton femelle","Prix sur demande","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2233573_uploaded_image1_1591369367.jpg)"
"1737905759-76","https://sn.coinafrique.com/categorie/moutons?page=14","Femelle","https://sn.coinafrique.com/annonce/moutons/femelle-2233592","Femelle","Prix sur demande","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2233592_uploaded_image1_1591369648.jpg)"
"1737905765-77","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2235186","Mouton","195 000 CFA","Pikine, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2235186_uploaded_image1_1591389717.jpg)"
"1737905779-78","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2237884","Mouton","1 300 000 CFA","Thies, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2237884_uploaded_image1_1591441816.jpg)"
"1737905795-79","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2254780","Mouton","275 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2254780_uploaded_image1_1591712287.jpg)"
"1737905805-80","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2259814","Mouton","210 000 CFA","Louga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2259814_uploaded_image1_1591790491.jpg)"
"1737905825-81","https://sn.coinafrique.com/categorie/moutons?page=13","Mâle azawate géniteur","https://sn.coinafrique.com/annonce/moutons/male-azawate-geniteur-2260872","Mâle azawate géniteur","450 000 CFA","Saint Louis, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2260872_uploaded_image1_1591888176.jpg)"
"1737905833-82","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2261586","Mouton","800 000 CFA","Thies, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2261586_uploaded_image1_1591807044.jpg)"
"1737905842-83","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton  de tabaski","https://sn.coinafrique.com/annonce/moutons/mouton-de-tabaski-2266401","Mouton  de tabaski","250 000 CFA","Louga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2266401_uploaded_image1_1591874171.jpg)"
"1737905849-84","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2266448","Mouton","250 000 CFA","Louga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2266448_uploaded_image1_1591874433.jpg)"
"1737905856-85","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2267245","Mouton","Prix sur demande","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2267245_uploaded_image1_1591880753.jpg)"
"1737905862-86","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2267999","Mouton","200 000 CFA","Louga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2267999_uploaded_image1_1591886791.jpg)"
"1737905870-87","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2268026","Mouton","200 000 CFA","Louga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2268026_uploaded_image1_1591887024.jpg)"
"1737905876-88","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2269632","Mouton","Prix sur demande","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2269632_uploaded_image1_1591907659.jpg)"
"1737905882-89","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton de race","https://sn.coinafrique.com/annonce/moutons/mouton-de-race-2269887","Mouton de race","Prix sur demande","Louga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2269887_uploaded_image1_1591911318.jpg)"
"1737905889-90","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2273400","Mouton","Prix sur demande","Grand Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2273400_uploaded_image1_1591966441.jpg)"
"1737905901-91","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2275615","Mouton ladoum","800 000 CFA","Thies, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2275615_uploaded_image1_1591998045.jpg)"
"1737905907-92","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2275915","Mouton","185 000 CFA","Pikine, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2275915_uploaded_image1_1592003311.jpg)"
"1737905914-93","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2280180","Mouton","Prix sur demande","Grand Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2280180_uploaded_image1_1592077412.jpg)"
"1737905922-94","https://sn.coinafrique.com/categorie/moutons?page=13","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2283290","Moutons","320 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2283290_uploaded_image1_1592147530.jpg)"
"1737905931-95","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2284394","Mouton","300 000 CFA","Fass, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2284394_uploaded_image1_1592163360.jpg)"
