web-scraper-order,web-scraper-start-url,selector_moutons,selector_moutons-href,nom,prix,adresse,image
"1737909871-630","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3208863","Mouton","290 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3208863_uploaded_image1_1625423535.jpg)"
"1737909877-631","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton ladoum azawatt","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-azawatt-3208866","Mouton ladoum azawatt","150 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3208866_uploaded_image1_1625423587.jpg)"
"1737909885-632","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3208872","Mouton","520 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3208872_uploaded_image1_1625423786.jpg)"
"1737909891-633","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton ladoum azawatt","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-azawatt-3208875","Mouton ladoum azawatt","Prix sur demande","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3208875_uploaded_image1_1625423834.jpg)"
"1737909896-634","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3208888","Mouton","720 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3208888_uploaded_image1_1625424209.jpg)"
"1737909903-635","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3208890","Mouton","300 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3208890_uploaded_image1_1625424293.jpg)"
"1737909910-636","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3208892","Mouton","150 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3208892_uploaded_image1_1625424349.jpg)"
"1737909919-637","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3208897","Mouton","200 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3208897_uploaded_image1_1625424726.jpg)"
"1737909926-638","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3208903","Mouton","230 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3208903_uploaded_image1_1625424879.jpg)"
"1737909935-639","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3209125","Mouton ladoum","700 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3209125_uploaded_image1_1625431861.jpg)"
"1737909941-640","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3209310","Mouton","125 000 CFA","Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3209310_uploaded_image1_1625441413.jpg)"
"1737909946-641","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3209314","Mouton","160 000 CFA","Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3209314_uploaded_image1_1625441581.jpg)"
"1737909954-642","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3209318","Mouton","170 000 CFA","Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3209318_uploaded_image1_1625441686.jpg)"
"1737909959-643","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3209798","Mouton","220 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3209798_uploaded_image1_1625476257.jpg)"
"1737909969-644","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3209806","Mouton","230 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3209806_uploaded_image1_1625476409.jpg)"
"1737909975-645","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3210353","Mouton","170 CFA","Ouakam, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3210353_uploaded_image1_1625487898.jpg)"
"1737909984-646","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3210359","Mouton","210 CFA","Ouakam, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3210359_uploaded_image1_1625488078.jpg)"
"1737909990-647","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3210365","Mouton","170 CFA","Ouakam, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3210365_uploaded_image1_1625488245.jpg)"
"1737909997-648","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3210932","Mouton","300 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3210932_uploaded_image1_1625502339.jpg)"
"1737910003-649","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton Bali Bali","https://sn.coinafrique.com/annonce/moutons/mouton-bali-bali-3211305","Mouton Bali Bali","210 000 CFA","Cambérène, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3211305_uploaded_image1_1625515411.jpg)"
"1737910009-650","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3211669","Mouton","320 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3211669_uploaded_image1_1625529332.jpg)"
"1737910017-651","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3211689","Mouton","250 000 CFA","Almadies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3211689_uploaded_image1_1625530422.jpg)"
"1737910022-652","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3211721","Mouton","215 000 CFA","Cambérène, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3211721_uploaded_image1_1625533041.jpg)"
"1737910032-653","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3212534","Mouton","150 000 CFA","Matam, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3212534_uploaded_image1_1625573376.jpg)"
"1737910037-654","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3212567","Mouton","160 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3212567_uploaded_image1_1625574053.jpg)"
"1737910044-655","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3212869","Mouton","680 CFA","Sicap Liberté, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3212869_uploaded_image1_1625581526.jpg)"
"1737910050-656","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton Ladoum Azawatt","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-azawatt-3213116","Mouton Ladoum Azawatt","Prix sur demande","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3213116_uploaded_image1_1625587636.jpg)"
"1737910058-657","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3213921","Mouton Ladoum","280 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3213921_uploaded_image1_1625613407.jpg)"
"1737910065-658","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3214030","Mouton","210 000 CFA","Pikine, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3214030_uploaded_image1_1625621261.jpg)"
"1737910072-659","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3215045","Mouton","250 000 CFA","Thies, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3215045_uploaded_image1_1625667206.jpg)"
"1737910080-660","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3215139","Mouton","Prix sur demande","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3215139_uploaded_image1_1625669877.jpg)"
"1737910085-661","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3215274","Mouton","215 000 CFA","Cambérène, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3215274_uploaded_image1_1625673688.jpg)"
"1737910097-662","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3215907","Mouton","125 000 CFA","Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3215907_uploaded_image1_1625698578.jpg)"
"1737910103-663","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3215910","Mouton","170 000 CFA","Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3215910_uploaded_image1_1625698657.jpg)"
"1737910111-664","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3216121","Mouton","170 000 CFA","Cambérène, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3216121_uploaded_image1_1625709851.jpg)"
"1737910116-665","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3216122","Mouton","150 000 CFA","Cambérène, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3216122_uploaded_image1_1625710005.jpg)"
"1737910133-666","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3217736","Mouton","600 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3217736_uploaded_image1_1625770179.jpg)"
"1737910140-667","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton de tabaski","https://sn.coinafrique.com/annonce/moutons/mouton-de-tabaski-3218024","Mouton de tabaski","550 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3218024_uploaded_image1_1625780916.jpg)"
"1737910147-668","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton élevage","https://sn.coinafrique.com/annonce/moutons/mouton-elevage-3218187","Mouton élevage","105 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3218187_uploaded_image1_1625786936.jpg)"
"1737910153-669","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3218372","Mouton","45 000 CFA","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3218372_uploaded_image2_1625814032.jpeg)"
"1737910160-670","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton métisse Toubab beer Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-metisse-toubab-beer-ladoum-3218966","Mouton métisse Toubab beer Ladoum","235 000 CFA","Medina, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3218966_uploaded_image1_1625834036.jpg)"
"1737910166-671","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3219247","Mouton","225 000 CFA","Pikine, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3219247_uploaded_image1_1625842824.jpg)"
"1737910173-672","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton de tabaski","https://sn.coinafrique.com/annonce/moutons/mouton-de-tabaski-3220217","Mouton de tabaski","200 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3220217_uploaded_image1_1625900638.jpg)"
"1737910178-673","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3221005","Mouton","Prix sur demande","Grand Dakar, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3221005_uploaded_image1_1625927894.jpg)"
"1737910184-674","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3221011","Mouton","Prix sur demande","Grand Dakar, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3221011_uploaded_image1_1625928152.jpg)"
"1737910192-675","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3221076","Mouton ladoum","1 000 500 CFA","Patte d'oie, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3221076_uploaded_image1_1625930215.jpg)"
"1737910197-676","https://sn.coinafrique.com/categorie/moutons?page=6","Agneau ladoum","https://sn.coinafrique.com/annonce/moutons/agneau-ladoum-3221082","Agneau ladoum","750 000 CFA","Patte d'oie, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3221082_uploaded_image1_1625930320.jpg)"
"1737910204-677","https://sn.coinafrique.com/categorie/moutons?page=6","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3221174","Moutons","Prix sur demande","Grand Dakar, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3221174_uploaded_image1_1625933715.jpg)"
"1737910211-678","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3222040","Mouton","200 000 350 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3222040_uploaded_image1_1625998071.jpg)"
"1737910216-679","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3222227","Mouton","175 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3222227_uploaded_image1_1626008442.jpg)"
"1737910223-680","https://sn.coinafrique.com/categorie/moutons?page=6","Bélier élevage","https://sn.coinafrique.com/annonce/moutons/belier-elevage-3222700","Bélier élevage","190 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3222700_uploaded_image1_1626026251.jpg)"
"1737910230-681","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3223126","Mouton","210 000 CFA","Medina, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3223126_uploaded_image1_1626044694.jpg)"
"1737910238-682","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3223832","Mouton","250 000 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3223832_uploaded_image1_1626089576.jpg)"
"1737910244-683","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3224262","Mouton","Prix sur demande","Grand Dakar, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3224262_uploaded_image2_1626100874.jpeg)"
"1737910249-684","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3224266","Mouton","Prix sur demande","Grand Dakar, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3224266_uploaded_image1_1626100952.jpg)"
"1737910257-685","https://sn.coinafrique.com/categorie/moutons?page=6","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3224918","Moutons","Prix sur demande","Grand Dakar, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3224918_uploaded_image1_1626121929.jpg)"
"1737910263-686","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3224927","Mouton ladoum","400 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3224927_uploaded_image1_1626122582.jpg)"
"1737910270-687","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3225091","Mouton","160 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3225091_uploaded_image1_1626129260.jpg)"
"1737910277-688","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3225293","Mouton ladoum","550 000 CFA","Thies, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3225293_uploaded_image1_1626152188.jpg)"
"1737910284-689","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3225377","Mouton","165 000 CFA","Grand Dakar, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3225377_uploaded_image3_1626161521.jpeg)"
"1737910290-690","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3225419","Mouton","Prix sur demande","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3225419_uploaded_image1_1626164192.jpg)"
"1737910296-691","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3226450","Mouton","145 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3226450_uploaded_image1_1626191921.jpg)"
"1737910304-692","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3226456","Mouton","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3226456_uploaded_image1_1626192185.jpg)"
"1737910309-693","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3226810","Mouton","150 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3226810_uploaded_image1_1626204272.jpg)"
"1737910317-694","https://sn.coinafrique.com/categorie/moutons?page=6","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3227147","Moutons","150 000 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3227147_uploaded_image1_1626215164.jpg)"
"1737910324-695","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3227288","Mouton","350 000 CFA","Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3227288_uploaded_image1_1626223015.jpg)"
"1737910332-696","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3228191","Mouton","300 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3228191_uploaded_image1_1626269155.jpg)"
"1737910338-697","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3228411","Mouton","130 000 CFA","Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3228411_uploaded_image1_1626275304.jpg)"
"1737910343-698","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton métisse Ladoum - Azawatte","https://sn.coinafrique.com/annonce/moutons/mouton-metisse-ladoum-azawatte-3228766","Mouton métisse Ladoum - Azawatte","500 000 CFA","Thies, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3228766_uploaded_image1_1626285669.jpg)"
"1737910351-699","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3229226","Mouton","275 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3229226_uploaded_image1_1626304738.jpg)"
"1737910357-700","https://sn.coinafrique.com/categorie/moutons?page=6","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3230370","Moutons","130 000 CFA","Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3230370_uploaded_image1_1626354354.jpg)"
"1737910365-701","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum Azawatt","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-azawatt-3231482","Mouton Ladoum Azawatt","270 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3231482_uploaded_image1_1626389780.jpg)"
"1737910370-702","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton tabaski","https://sn.coinafrique.com/annonce/moutons/mouton-tabaski-3231584","Mouton tabaski","200 CFA","Ouakam, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3231584_uploaded_image1_1626394551.jpg)"
"1737910376-703","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3231711","Mouton Ladoum","250 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3231711_uploaded_image1_1626418518.jpg)"
"1737910385-704","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3232750","Mouton","135 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3232750_uploaded_image1_1626455163.jpg)"
"1737910393-705","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3233334","Mouton","180 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3233334_uploaded_image1_1626498417.jpg)"
"1737910401-706","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3234200","Mouton","160 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3234200_uploaded_image1_1626536847.jpg)"
"1737910406-707","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3234203","Mouton","160 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3234203_uploaded_image1_1626536931.jpg)"
"1737910413-708","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3234206","Mouton","160 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3234206_uploaded_image1_1626536991.jpg)"
"1737910418-709","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3234211","Mouton","160 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg)"
"1737910424-710","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3234604","Mouton","400 000 CFA","Grand Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3234604_uploaded_image1_1626553559.jpg)"
"1737910431-711","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3235086","Mouton","250 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3235086_uploaded_image1_1626609562.jpg)"
"1737910437-712","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3235588","Mouton","180 000 CFA","Cambérène, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3235588_uploaded_image1_1626638191.jpg)"
"1737910443-713","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3235834","Mouton","160 000 CFA","Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3235834_uploaded_image1_1626653333.jpg)"
"1737910450-714","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3235838","Mouton","280 000 CFA","Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3235838_uploaded_image1_1626653479.jpg)"
"1737910456-715","https://sn.coinafrique.com/categorie/moutons?page=6","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3236139","Moutons","Prix sur demande","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3236139_uploaded_image1_1626688879.jpg)"
"1737910463-716","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3236341","Mouton","130 000 CFA","Hann Bel-Air, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3236341_uploaded_image1_1626696217.jpg)"
"1737910468-717","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3236859","Mouton","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3236859_uploaded_image1_1626716137.jpg)"
"1737910477-718","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3256042","Mouton Ladoum","800 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3256042_uploaded_image1_1627857961.jpg)"
"1737910482-719","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3256366","Mouton","350 000 CFA","Louga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3256366_uploaded_image1_1627888936.jpg)"
"1737910488-720","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3262861","Mouton Ladoum","1 200 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3262861_uploaded_image1_1628108388.jpg)"
"1737910495-721","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3263932","Mouton Ladoum","800 000 CFA","Kaolack, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3263932_uploaded_image1_1628163711.jpg)"
"1737910501-722","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3264122","Mouton Ladoum","800 000 CFA","Kaolack, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3264122_uploaded_image1_1628168990.jpg)"
"1737910512-723","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3265343","Mouton Ladoum","400 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3265343_uploaded_image1_1628217266.jpg)"
"1737910519-724","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3273519","Mouton Ladoum","700 000 CFA","Kaolack, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3273519_uploaded_image1_1628622023.jpg)"
